2890.TW, Close: 20.00, RSI(talib): 73.35
2891.TW, Close: 28.45, RSI(talib): 67.33
2353.TW, Close: 37.30, RSI(talib): 64.21
2885.TW, Close: 27.00, RSI(talib): 73.37
2408.TW, Close: 72.80, RSI(talib): 60.79
2313.TW, Close: 74.50, RSI(talib): 72.39
3711.TW, Close: 133.50, RSI(talib): 62.48
2357.TW, Close: 411.00, RSI(talib): 65.59
2465.TW, Close: 71.40, RSI(talib): 65.35
6176.TW, Close: 136.50, RSI(talib): 64.15
3041.TW, Close: 32.85, RSI(talib): 60.89
2329.TW, Close: 60.60, RSI(talib): 70.03
2374.TW, Close: 27.20, RSI(talib): 64.64
4938.TW, Close: 85.50, RSI(talib): 77.19
3596.TW, Close: 189.50, RSI(talib): 79.72
2401.TW, Close: 36.65, RSI(talib): 61.32
2006.TW, Close: 71.00, RSI(talib): 62.15
2812.TW, Close: 16.35, RSI(talib): 69.36
3044.TW, Close: 209.50, RSI(talib): 65.47
2454.TW, Close: 966.00, RSI(talib): 64.15
2515.TW, Close: 11.90, RSI(talib): 64.59
5388.TW, Close: 141.00, RSI(talib): 72.93
2442.TW, Close: 23.45, RSI(talib): 63.49
6285.TW, Close: 167.50, RSI(talib): 78.47
3704.TW, Close: 54.50, RSI(talib): 60.01
1319.TW, Close: 85.40, RSI(talib): 61.97
6239.TW, Close: 148.50, RSI(talib): 88.45
1514.TW, Close: 89.00, RSI(talib): 87.07
3661.TW, Close: 3495.00, RSI(talib): 71.06
2031.TW, Close: 51.30, RSI(talib): 63.77
6005.TW, Close: 16.15, RSI(talib): 71.25
2449.TW, Close: 93.50, RSI(talib): 62.89
4906.TW, Close: 36.90, RSI(talib): 63.87
6191.TW, Close: 73.40, RSI(talib): 69.35
1524.TW, Close: 36.45, RSI(talib): 76.07
3702.TW, Close: 82.90, RSI(talib): 76.54
1733.TW, Close: 32.50, RSI(talib): 77.55
1522.TW, Close: 43.80, RSI(talib): 64.10
8213.TW, Close: 44.80, RSI(talib): 61.43
2425.TW, Close: 51.20, RSI(talib): 69.41
2458.TW, Close: 157.50, RSI(talib): 63.48
5269.TW, Close: 1685.00, RSI(talib): 71.43
8112.TW, Close: 71.10, RSI(talib): 91.60
3015.TW, Close: 52.50, RSI(talib): 60.08
2520.TW, Close: 39.10, RSI(talib): 61.62
2204.TW, Close: 118.50, RSI(talib): 72.89
6605.TW, Close: 159.50, RSI(talib): 71.56
2385.TW, Close: 189.00, RSI(talib): 74.18
3005.TW, Close: 112.50, RSI(talib): 66.62
6117.TW, Close: 76.50, RSI(talib): 68.06
9939.TW, Close: 123.00, RSI(talib): 65.73
1519.TW, Close: 355.00, RSI(talib): 68.10
2387.TW, Close: 59.50, RSI(talib): 77.67
1532.TW, Close: 38.90, RSI(talib): 60.70
2530.TW, Close: 36.80, RSI(talib): 82.99
3305.TW, Close: 71.20, RSI(talib): 61.96
1612.TW, Close: 29.05, RSI(talib): 77.13
6789.TW, Close: 292.00, RSI(talib): 60.39
2355.TW, Close: 52.30, RSI(talib): 66.17
8210.TW, Close: 265.00, RSI(talib): 61.57
6139.TW, Close: 159.50, RSI(talib): 63.77
1618.TW, Close: 35.30, RSI(talib): 67.09
3051.TW, Close: 40.70, RSI(talib): 84.61
6691.TW, Close: 345.50, RSI(talib): 73.47
5521.TW, Close: 15.00, RSI(talib): 84.46
6112.TW, Close: 72.00, RSI(talib): 61.44
5469.TW, Close: 63.00, RSI(talib): 65.62
1616.TW, Close: 14.95, RSI(talib): 70.64
8011.TW, Close: 22.70, RSI(talib): 83.90
8271.TW, Close: 61.90, RSI(talib): 61.59
2211.TW, Close: 95.30, RSI(talib): 81.94
4766.TW, Close: 281.00, RSI(talib): 68.58
2516.TW, Close: 14.05, RSI(talib): 74.18
6189.TW, Close: 63.10, RSI(talib): 80.51
2537.TW, Close: 9.15, RSI(talib): 69.81
2816.TW, Close: 39.60, RSI(talib): 66.19
3622.TW, Close: 47.95, RSI(talib): 84.71
3694.TW, Close: 45.35, RSI(talib): 71.88
6108.TW, Close: 21.85, RSI(talib): 66.11
2365.TW, Close: 14.65, RSI(talib): 80.73
1339.TW, Close: 70.90, RSI(talib): 61.85
5515.TW, Close: 18.70, RSI(talib): 89.23
--------------
3682.TW failed (index 0 is out of bounds for axis 0 with size 0).
2030.TW failed (index 0 is out of bounds for axis 0 with size 0).
6805.TW failed ('NoneType' object has no attribute 'text').
