2324.TW, Close: 39.85, RSI(talib): 70.77
2890.TW, Close: 19.70, RSI(talib): 62.50
2891.TW, Close: 28.35, RSI(talib): 68.29
2353.TW, Close: 53.80, RSI(talib): 91.39
2885.TW, Close: 27.60, RSI(talib): 72.83
2347.TW, Close: 70.20, RSI(talib): 64.71
2330.TW, Close: 593.00, RSI(talib): 69.11
2408.TW, Close: 78.00, RSI(talib): 65.61
2377.TW, Close: 204.00, RSI(talib): 75.78
3711.TW, Close: 135.00, RSI(talib): 70.41
2357.TW, Close: 489.50, RSI(talib): 85.12
2887.TW, Close: 18.10, RSI(talib): 60.38
6531.TW, Close: 469.00, RSI(talib): 60.47
3006.TW, Close: 98.00, RSI(talib): 70.87
4938.TW, Close: 87.30, RSI(talib): 70.23
1722.TW, Close: 67.60, RSI(talib): 61.07
2454.TW, Close: 1015.00, RSI(talib): 70.28
2515.TW, Close: 13.30, RSI(talib): 64.56
5388.TW, Close: 134.50, RSI(talib): 60.59
2442.TW, Close: 24.70, RSI(talib): 61.02
6285.TW, Close: 156.00, RSI(talib): 62.46
6239.TW, Close: 141.00, RSI(talib): 65.19
1560.TW, Close: 192.00, RSI(talib): 62.07
1514.TW, Close: 75.10, RSI(talib): 61.07
2031.TW, Close: 57.70, RSI(talib): 63.79
6005.TW, Close: 16.35, RSI(talib): 67.52
3653.TW, Close: 769.00, RSI(talib): 75.45
1733.TW, Close: 40.30, RSI(talib): 73.04
1104.TW, Close: 29.70, RSI(talib): 65.82
5269.TW, Close: 1815.00, RSI(talib): 69.64
6412.TW, Close: 145.50, RSI(talib): 61.36
3008.TW, Close: 2870.00, RSI(talib): 75.48
1432.TW, Close: 18.70, RSI(talib): 60.16
3607.TW, Close: 16.75, RSI(talib): 60.46
6117.TW, Close: 76.70, RSI(talib): 61.81
9939.TW, Close: 125.00, RSI(talib): 62.08
3024.TW, Close: 18.80, RSI(talib): 76.16
1519.TW, Close: 327.00, RSI(talib): 61.28
1532.TW, Close: 41.95, RSI(talib): 71.45
2530.TW, Close: 35.85, RSI(talib): 68.05
8210.TW, Close: 271.50, RSI(talib): 60.68
6139.TW, Close: 170.00, RSI(talib): 63.97
6243.TW, Close: 74.60, RSI(talib): 62.08
6756.TW, Close: 275.00, RSI(talib): 68.61
3338.TW, Close: 67.20, RSI(talib): 71.08
3376.TW, Close: 123.50, RSI(talib): 62.09
1616.TW, Close: 14.25, RSI(talib): 60.53
9934.TW, Close: 15.45, RSI(talib): 76.66
8011.TW, Close: 24.20, RSI(talib): 69.60
2211.TW, Close: 104.00, RSI(talib): 73.87
3450.TW, Close: 62.30, RSI(talib): 61.28
3588.TW, Close: 82.40, RSI(talib): 66.04
3694.TW, Close: 48.10, RSI(talib): 60.79
2365.TW, Close: 15.10, RSI(talib): 69.41
6695.TW, Close: 72.70, RSI(talib): 70.95
2467.TW, Close: 62.00, RSI(talib): 61.01
2362.TW, Close: 40.70, RSI(talib): 65.01
6024.TW, Close: 51.10, RSI(talib): 66.85
--------------
8150.TW failed (inputs are all NaN).
2739.TW failed (inputs are all NaN).
3021.TW failed (inputs are all NaN).
