2890.TW, Close: 19.55, RSI(talib): 63.46
2891.TW, Close: 27.40, RSI(talib): 63.97
2885.TW, Close: 26.55, RSI(talib): 72.09
9958.TW, Close: 179.00, RSI(talib): 65.11
2313.TW, Close: 69.00, RSI(talib): 61.50
3711.TW, Close: 131.00, RSI(talib): 63.91
2357.TW, Close: 396.50, RSI(talib): 61.23
3545.TW, Close: 119.50, RSI(talib): 64.92
2465.TW, Close: 66.70, RSI(talib): 61.56
6176.TW, Close: 134.50, RSI(talib): 62.72
3041.TW, Close: 32.55, RSI(talib): 65.28
2329.TW, Close: 60.50, RSI(talib): 68.44
2359.TW, Close: 39.05, RSI(talib): 64.64
4938.TW, Close: 82.50, RSI(talib): 61.71
2368.TW, Close: 220.50, RSI(talib): 60.82
2401.TW, Close: 36.55, RSI(talib): 63.35
2006.TW, Close: 71.20, RSI(talib): 65.91
2812.TW, Close: 16.45, RSI(talib): 84.42
3044.TW, Close: 193.50, RSI(talib): 60.51
1319.TW, Close: 85.40, RSI(talib): 61.17
6239.TW, Close: 123.00, RSI(talib): 78.48
1514.TW, Close: 88.50, RSI(talib): 88.34
2388.TW, Close: 161.50, RSI(talib): 63.75
3661.TW, Close: 3510.00, RSI(talib): 61.25
6005.TW, Close: 15.95, RSI(talib): 72.48
3653.TW, Close: 654.00, RSI(talib): 63.82
4906.TW, Close: 34.30, RSI(talib): 63.90
6191.TW, Close: 70.70, RSI(talib): 76.07
1524.TW, Close: 37.25, RSI(talib): 75.18
3443.TW, Close: 1825.00, RSI(talib): 67.61
9919.TW, Close: 26.05, RSI(talib): 66.29
3702.TW, Close: 80.70, RSI(talib): 67.72
1733.TW, Close: 32.15, RSI(talib): 70.40
1522.TW, Close: 42.55, RSI(talib): 62.99
2458.TW, Close: 157.00, RSI(talib): 63.34
2538.TW, Close: 16.10, RSI(talib): 61.93
5269.TW, Close: 1550.00, RSI(talib): 62.41
8112.TW, Close: 68.30, RSI(talib): 81.71
2520.TW, Close: 37.70, RSI(talib): 64.29
2204.TW, Close: 121.00, RSI(talib): 70.71
2405.TW, Close: 17.60, RSI(talib): 60.12
3013.TW, Close: 47.20, RSI(talib): 62.01
6605.TW, Close: 153.50, RSI(talib): 70.59
1568.TW, Close: 35.40, RSI(talib): 64.19
2385.TW, Close: 169.50, RSI(talib): 81.83
3005.TW, Close: 103.00, RSI(talib): 62.32
4746.TW, Close: 101.50, RSI(talib): 60.78
6117.TW, Close: 71.50, RSI(talib): 73.91
9939.TW, Close: 122.50, RSI(talib): 79.64
1519.TW, Close: 339.00, RSI(talib): 79.60
2387.TW, Close: 56.60, RSI(talib): 63.76
1532.TW, Close: 38.60, RSI(talib): 63.14
2530.TW, Close: 34.15, RSI(talib): 79.77
3305.TW, Close: 71.60, RSI(talib): 64.53
1612.TW, Close: 29.50, RSI(talib): 80.61
2355.TW, Close: 53.20, RSI(talib): 70.17
8210.TW, Close: 266.00, RSI(talib): 60.07
1618.TW, Close: 36.30, RSI(talib): 65.43
2539.TW, Close: 49.60, RSI(talib): 68.63
3051.TW, Close: 41.90, RSI(talib): 81.93
1229.TW, Close: 67.20, RSI(talib): 66.04
5521.TW, Close: 13.05, RSI(talib): 71.62
5469.TW, Close: 61.40, RSI(talib): 73.47
1616.TW, Close: 16.00, RSI(talib): 82.52
8011.TW, Close: 22.35, RSI(talib): 66.32
2211.TW, Close: 88.40, RSI(talib): 80.74
4766.TW, Close: 258.00, RSI(talib): 60.62
9927.TW, Close: 74.50, RSI(talib): 62.11
2460.TW, Close: 29.20, RSI(talib): 67.26
6189.TW, Close: 62.40, RSI(talib): 70.21
2537.TW, Close: 9.21, RSI(talib): 77.26
2816.TW, Close: 40.60, RSI(talib): 64.68
3622.TW, Close: 43.45, RSI(talib): 64.91
1324.TW, Close: 20.55, RSI(talib): 70.81
6108.TW, Close: 21.85, RSI(talib): 63.73
2365.TW, Close: 13.75, RSI(talib): 69.84
1339.TW, Close: 72.30, RSI(talib): 65.79
6695.TW, Close: 63.00, RSI(talib): 60.75
1582.TW, Close: 90.10, RSI(talib): 73.96
--------------
2027.TW failed (inputs are all NaN).
3682.TW failed (index 0 is out of bounds for axis 0 with size 0).
2838.TW failed ('NoneType' object has no attribute 'text').
