2891.TW, Close: 27.80, RSI(talib): 68.84
2353.TW, Close: 44.60, RSI(talib): 77.97    !
2885.TW, Close: 26.55, RSI(talib): 67.25
2330.TW, Close: 585.00, RSI(talib): 64.34
3711.TW, Close: 131.50, RSI(talib): 62.41
2357.TW, Close: 450.00, RSI(talib): 70.84   !
4938.TW, Close: 86.50, RSI(talib): 70.46    !
2607.TW, Close: 34.85, RSI(talib): 74.50
2006.TW, Close: 73.60, RSI(talib): 72.60    !
2454.TW, Close: 983.00, RSI(talib): 72.26
2515.TW, Close: 13.40, RSI(talib): 70.80    !
5388.TW, Close: 133.00, RSI(talib): 61.08
2442.TW, Close: 23.55, RSI(talib): 70.91
6285.TW, Close: 156.50, RSI(talib): 62.55
6239.TW, Close: 145.00, RSI(talib): 82.20
2611.TW, Close: 16.70, RSI(talib): 60.70
1514.TW, Close: 82.20, RSI(talib): 67.18
2031.TW, Close: 60.10, RSI(talib): 87.41
6005.TW, Close: 16.10, RSI(talib): 67.42
3653.TW, Close: 694.00, RSI(talib): 63.26
1808.TW, Close: 108.00, RSI(talib): 74.93   !
2612.TW, Close: 54.90, RSI(talib): 63.54
1210.TW, Close: 58.80, RSI(talib): 72.17    !
9919.TW, Close: 29.50, RSI(talib): 66.81
3702.TW, Close: 80.60, RSI(talib): 62.33
1733.TW, Close: 34.50, RSI(talib): 83.08    !
2425.TW, Close: 51.20, RSI(talib): 60.01
2458.TW, Close: 160.00, RSI(talib): 61.21
5269.TW, Close: 1630.00, RSI(talib): 62.42
2385.TW, Close: 177.50, RSI(talib): 67.52
3005.TW, Close: 106.00, RSI(talib): 61.06
6117.TW, Close: 72.90, RSI(talib): 61.06
9939.TW, Close: 122.50, RSI(talib): 67.73
1532.TW, Close: 39.30, RSI(talib): 60.01
2530.TW, Close: 35.20, RSI(talib): 70.18
6139.TW, Close: 154.50, RSI(talib): 61.73
1325.TW, Close: 44.90, RSI(talib): 68.85
6691.TW, Close: 330.00, RSI(talib): 63.90
5521.TW, Close: 15.20, RSI(talib): 80.40
1616.TW, Close: 14.50, RSI(talib): 63.34
8011.TW, Close: 23.35, RSI(talib): 69.75
2211.TW, Close: 100.50, RSI(talib): 89.28
4766.TW, Close: 297.00, RSI(talib): 77.68   !
2516.TW, Close: 14.35, RSI(talib): 66.85
2537.TW, Close: 8.99, RSI(talib): 68.72
3694.TW, Close: 46.30, RSI(talib): 60.35
6526.TW, Close: 575.00, RSI(talib): 71.68
5515.TW, Close: 18.05, RSI(talib): 78.77
--------------
3682.TW failed (index 0 is out of bounds for axis 0 with size 0).
2613.TW failed (index 0 is out of bounds for axis 0 with size 0).
2233.TW failed (('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))).
