2890.TW, Close: 19.75, RSI(talib): 76.16
2891.TW, Close: 28.25, RSI(talib): 66.79
2353.TW, Close: 38.90, RSI(talib): 62.93
2885.TW, Close: 27.05, RSI(talib): 79.12
2330.TW, Close: 585.00, RSI(talib): 63.33
2408.TW, Close: 73.40, RSI(talib): 61.47
2313.TW, Close: 71.60, RSI(talib): 66.65
3533.TW, Close: 1070.00, RSI(talib): 81.77
3711.TW, Close: 131.50, RSI(talib): 60.71
2357.TW, Close: 428.50, RSI(talib): 64.29
2465.TW, Close: 69.20, RSI(talib): 61.82
2359.TW, Close: 40.55, RSI(talib): 60.50
4938.TW, Close: 85.50, RSI(talib): 70.22
3596.TW, Close: 176.50, RSI(talib): 65.30
2607.TW, Close: 35.00, RSI(talib): 67.74
2006.TW, Close: 72.50, RSI(talib): 68.69
2812.TW, Close: 15.95, RSI(talib): 65.34
3044.TW, Close: 207.00, RSI(talib): 62.88
2454.TW, Close: 989.00, RSI(talib): 74.58
2515.TW, Close: 12.00, RSI(talib): 69.67
5388.TW, Close: 136.50, RSI(talib): 68.09
2442.TW, Close: 24.10, RSI(talib): 63.62
6285.TW, Close: 164.00, RSI(talib): 75.47
1319.TW, Close: 79.20, RSI(talib): 61.91
6239.TW, Close: 148.50, RSI(talib): 93.34
1514.TW, Close: 83.90, RSI(talib): 82.50
3661.TW, Close: 3360.00, RSI(talib): 60.46
2031.TW, Close: 58.00, RSI(talib): 81.51
6005.TW, Close: 16.20, RSI(talib): 76.31
3653.TW, Close: 720.00, RSI(talib): 67.59
4906.TW, Close: 35.80, RSI(talib): 61.11
6191.TW, Close: 68.00, RSI(talib): 72.35
1524.TW, Close: 34.40, RSI(talib): 61.27
1210.TW, Close: 58.40, RSI(talib): 63.46
1733.TW, Close: 32.90, RSI(talib): 79.80
1522.TW, Close: 42.50, RSI(talib): 62.37
2425.TW, Close: 50.40, RSI(talib): 67.59
5269.TW, Close: 1640.00, RSI(talib): 61.30
8112.TW, Close: 65.10, RSI(talib): 74.27
3015.TW, Close: 52.90, RSI(talib): 64.60
2520.TW, Close: 38.10, RSI(talib): 61.70
2204.TW, Close: 115.50, RSI(talib): 68.26
6605.TW, Close: 155.00, RSI(talib): 73.03
3008.TW, Close: 2675.00, RSI(talib): 80.37
2385.TW, Close: 181.50, RSI(talib): 70.00
3005.TW, Close: 107.00, RSI(talib): 64.68
6117.TW, Close: 73.80, RSI(talib): 61.48
9939.TW, Close: 124.00, RSI(talib): 69.18
1519.TW, Close: 340.00, RSI(talib): 65.01
1532.TW, Close: 39.05, RSI(talib): 60.34
2530.TW, Close: 36.30, RSI(talib): 74.57
6789.TW, Close: 289.50, RSI(talib): 64.74
6139.TW, Close: 157.50, RSI(talib): 63.54
1618.TW, Close: 33.25, RSI(talib): 61.42
2851.TW, Close: 23.10, RSI(talib): 60.06
3051.TW, Close: 38.90, RSI(talib): 66.83
6691.TW, Close: 343.50, RSI(talib): 75.44
5521.TW, Close: 14.80, RSI(talib): 77.60
5469.TW, Close: 57.90, RSI(talib): 68.42
1616.TW, Close: 14.30, RSI(talib): 61.55
8011.TW, Close: 22.15, RSI(talib): 66.15
8271.TW, Close: 61.00, RSI(talib): 62.46
2211.TW, Close: 99.60, RSI(talib): 87.88
4766.TW, Close: 288.00, RSI(talib): 76.49
2537.TW, Close: 9.15, RSI(talib): 72.64
3622.TW, Close: 44.85, RSI(talib): 64.28
2365.TW, Close: 13.75, RSI(talib): 71.69
5515.TW, Close: 18.50, RSI(talib): 77.97
--------------
3682.TW failed (index 0 is out of bounds for axis 0 with size 0).
2374.TW failed (inputs are all NaN).
1612.TW failed ('NoneType' object has no attribute 'text').
3055.TW failed (inputs are all NaN).
