2891.TW, Close: 27.75, RSI(talib): 60.90
2353.TW, Close: 45.30, RSI(talib): 85.07
2382.TW, Close: 215.00, RSI(talib): 63.52
2408.TW, Close: 75.90, RSI(talib): 61.13
2313.TW, Close: 72.10, RSI(talib): 64.74
2357.TW, Close: 453.50, RSI(talib): 78.57
4938.TW, Close: 85.80, RSI(talib): 70.34
2607.TW, Close: 34.60, RSI(talib): 74.56
2006.TW, Close: 72.40, RSI(talib): 66.25
2454.TW, Close: 990.00, RSI(talib): 64.20
2515.TW, Close: 13.65, RSI(talib): 83.69
6239.TW, Close: 144.00, RSI(talib): 75.93
2611.TW, Close: 17.10, RSI(talib): 67.13
1514.TW, Close: 79.90, RSI(talib): 62.14
2031.TW, Close: 60.60, RSI(talib): 89.04
6005.TW, Close: 15.85, RSI(talib): 62.67
3653.TW, Close: 692.00, RSI(talib): 60.97
1808.TW, Close: 109.50, RSI(talib): 81.42
2612.TW, Close: 54.30, RSI(talib): 65.63
2105.TW, Close: 45.45, RSI(talib): 64.54
1210.TW, Close: 59.00, RSI(talib): 74.76
9919.TW, Close: 27.20, RSI(talib): 61.75
3702.TW, Close: 83.40, RSI(talib): 63.10
1733.TW, Close: 36.35, RSI(talib): 86.73
2425.TW, Close: 50.50, RSI(talib): 62.18
2458.TW, Close: 163.50, RSI(talib): 65.71
6669.TW, Close: 1840.00, RSI(talib): 60.08
2385.TW, Close: 174.50, RSI(talib): 61.30
3607.TW, Close: 17.65, RSI(talib): 60.54
9939.TW, Close: 123.00, RSI(talib): 61.81
3346.TW, Close: 53.10, RSI(talib): 64.91
2387.TW, Close: 59.30, RSI(talib): 64.48
1532.TW, Close: 40.20, RSI(talib): 60.49
2530.TW, Close: 34.65, RSI(talib): 62.31
3305.TW, Close: 75.50, RSI(talib): 61.54
1325.TW, Close: 40.90, RSI(talib): 63.24
5521.TW, Close: 14.85, RSI(talib): 73.20
8011.TW, Close: 23.30, RSI(talib): 68.66
2211.TW, Close: 103.50, RSI(talib): 86.68
4766.TW, Close: 290.00, RSI(talib): 72.49
2537.TW, Close: 9.00, RSI(talib): 64.71
3694.TW, Close: 46.05, RSI(talib): 60.91
2365.TW, Close: 13.85, RSI(talib): 62.80
2467.TW, Close: 59.80, RSI(talib): 62.05
5515.TW, Close: 17.80, RSI(talib): 70.43
--------------
2303.TW failed (index 0 is out of bounds for axis 0 with size 0).
2474.TW failed (index 0 is out of bounds for axis 0 with size 0).
