2313.TW, Close: 54.80, RSI(talib): 61.75
2377.TW, Close: 172.00, RSI(talib): 61.77
2886.TW, Close: 38.60, RSI(talib): 62.27
6176.TW, Close: 127.00, RSI(talib): 61.80
6531.TW, Close: 410.00, RSI(talib): 62.20
2329.TW, Close: 46.40, RSI(talib): 72.88
3645.TW, Close: 42.75, RSI(talib): 61.60
2006.TW, Close: 67.80, RSI(talib): 73.71
2390.TW, Close: 15.30, RSI(talib): 61.99
1477.TW, Close: 399.50, RSI(talib): 67.34
3036.TW, Close: 144.50, RSI(talib): 86.27
5258.TW, Close: 141.00, RSI(talib): 71.29
2492.TW, Close: 124.00, RSI(talib): 74.37
3661.TW, Close: 3240.00, RSI(talib): 66.66
2345.TW, Close: 554.00, RSI(talib): 65.05
1808.TW, Close: 97.00, RSI(talib): 63.09
3443.TW, Close: 1665.00, RSI(talib): 60.80
2105.TW, Close: 44.80, RSI(talib): 65.35
3702.TW, Close: 73.50, RSI(talib): 73.73
2059.TW, Close: 854.00, RSI(talib): 61.35
1476.TW, Close: 593.00, RSI(talib): 73.99
5269.TW, Close: 1360.00, RSI(talib): 61.92
6669.TW, Close: 1785.00, RSI(talib): 65.13
9941.TW, Close: 186.00, RSI(talib): 61.04
3015.TW, Close: 51.30, RSI(talib): 68.10
3701.TW, Close: 69.60, RSI(talib): 62.40
6412.TW, Close: 141.50, RSI(talib): 78.84
2233.TW, Close: 140.00, RSI(talib): 63.93
1459.TW, Close: 10.05, RSI(talib): 64.94
2385.TW, Close: 146.00, RSI(talib): 82.08
3005.TW, Close: 79.90, RSI(talib): 64.29
6197.TW, Close: 88.70, RSI(talib): 61.51
3024.TW, Close: 16.80, RSI(talib): 67.06
4967.TW, Close: 86.40, RSI(talib): 77.13
2530.TW, Close: 27.95, RSI(talib): 72.16
8210.TW, Close: 223.50, RSI(talib): 62.10
9917.TW, Close: 118.00, RSI(talib): 65.35
2539.TW, Close: 45.00, RSI(talib): 76.39
2427.TW, Close: 26.80, RSI(talib): 60.27
1229.TW, Close: 62.40, RSI(talib): 61.83
1515.TW, Close: 42.65, RSI(talib): 62.43
2461.TW, Close: 23.20, RSI(talib): 65.62
2480.TW, Close: 117.00, RSI(talib): 61.81
2415.TW, Close: 31.00, RSI(talib): 60.74
2816.TW, Close: 37.25, RSI(talib): 61.00
3622.TW, Close: 38.35, RSI(talib): 60.11
2543.TW, Close: 20.50, RSI(talib): 68.84
1324.TW, Close: 17.70, RSI(talib): 62.48
--------------
3714.TW failed (inputs are all NaN).
3013.TW failed (inputs are all NaN).
2369.TW failed ('NoneType' object has no attribute 'text').
6805.TW failed (could not convert string to float: 'N/A').
