2324.TW, Close: 39.05, RSI(talib): 71.55
2891.TW, Close: 28.00, RSI(talib): 60.75
2353.TW, Close: 50.60, RSI(talib): 89.23
2347.TW, Close: 70.20, RSI(talib): 61.41
2408.TW, Close: 78.00, RSI(talib): 62.22
2377.TW, Close: 195.50, RSI(talib): 70.03
3711.TW, Close: 132.50, RSI(talib): 60.23
2357.TW, Close: 472.00, RSI(talib): 81.98
4938.TW, Close: 88.00, RSI(talib): 72.68
1722.TW, Close: 66.80, RSI(talib): 60.63
2454.TW, Close: 1000.00, RSI(talib): 70.41
2515.TW, Close: 13.30, RSI(talib): 68.71
2442.TW, Close: 25.20, RSI(talib): 63.96
6239.TW, Close: 148.00, RSI(talib): 74.25
2031.TW, Close: 60.30, RSI(talib): 80.32
3702.TW, Close: 84.10, RSI(talib): 62.21
1733.TW, Close: 42.65, RSI(talib): 92.45
2458.TW, Close: 162.00, RSI(talib): 64.31
2204.TW, Close: 113.00, RSI(talib): 60.40
3008.TW, Close: 2760.00, RSI(talib): 80.26
2385.TW, Close: 183.50, RSI(talib): 63.30
3607.TW, Close: 17.20, RSI(talib): 60.26
6117.TW, Close: 77.20, RSI(talib): 62.96
9939.TW, Close: 124.50, RSI(talib): 65.89
3024.TW, Close: 18.50, RSI(talib): 66.34
1532.TW, Close: 41.40, RSI(talib): 69.18
2530.TW, Close: 34.60, RSI(talib): 62.54
3305.TW, Close: 73.50, RSI(talib): 68.61
8210.TW, Close: 271.00, RSI(talib): 63.53
6756.TW, Close: 266.00, RSI(talib): 65.08
5521.TW, Close: 13.90, RSI(talib): 65.87
8011.TW, Close: 23.20, RSI(talib): 63.87
2211.TW, Close: 103.50, RSI(talib): 82.35
4766.TW, Close: 277.00, RSI(talib): 62.20
3694.TW, Close: 48.40, RSI(talib): 62.79
6695.TW, Close: 70.90, RSI(talib): 62.75
1463.TW, Close: 17.95, RSI(talib): 60.11
--------------
