2890.TW, Close: 19.80, RSI(talib): 72.59
2891.TW, Close: 27.95, RSI(talib): 63.81
2885.TW, Close: 26.75, RSI(talib): 75.66
9958.TW, Close: 180.00, RSI(talib): 61.16
2313.TW, Close: 74.40, RSI(talib): 66.17
3711.TW, Close: 130.00, RSI(talib): 61.39
6176.TW, Close: 135.00, RSI(talib): 68.46
3041.TW, Close: 32.10, RSI(talib): 60.41
2329.TW, Close: 61.60, RSI(talib): 67.46
2374.TW, Close: 27.25, RSI(talib): 63.64
4938.TW, Close: 84.80, RSI(talib): 70.75
3596.TW, Close: 188.50, RSI(talib): 63.77
2401.TW, Close: 36.30, RSI(talib): 60.25
2006.TW, Close: 70.60, RSI(talib): 73.48
2812.TW, Close: 16.20, RSI(talib): 88.15
5388.TW, Close: 136.50, RSI(talib): 62.76
2442.TW, Close: 23.70, RSI(talib): 61.38
6285.TW, Close: 167.00, RSI(talib): 71.91
1319.TW, Close: 85.00, RSI(talib): 64.39
6239.TW, Close: 135.00, RSI(talib): 86.53
1514.TW, Close: 88.00, RSI(talib): 89.07
3661.TW, Close: 3650.00, RSI(talib): 67.39
2031.TW, Close: 51.40, RSI(talib): 63.17
6005.TW, Close: 15.90, RSI(talib): 71.25
3653.TW, Close: 655.00, RSI(talib): 61.62
4906.TW, Close: 36.35, RSI(talib): 60.65
6191.TW, Close: 71.10, RSI(talib): 67.45
1524.TW, Close: 37.95, RSI(talib): 73.57
3702.TW, Close: 85.00, RSI(talib): 74.21
1733.TW, Close: 32.25, RSI(talib): 80.39
2458.TW, Close: 158.00, RSI(talib): 64.41
5269.TW, Close: 1725.00, RSI(talib): 63.72
8112.TW, Close: 71.50, RSI(talib): 90.13
2204.TW, Close: 121.50, RSI(talib): 81.60
6605.TW, Close: 155.50, RSI(talib): 77.97
2385.TW, Close: 178.50, RSI(talib): 67.04
3005.TW, Close: 106.00, RSI(talib): 64.85
6117.TW, Close: 76.00, RSI(talib): 71.15
9939.TW, Close: 122.00, RSI(talib): 69.14
1519.TW, Close: 355.50, RSI(talib): 68.32
2387.TW, Close: 62.80, RSI(talib): 62.84
2530.TW, Close: 35.25, RSI(talib): 81.14
3305.TW, Close: 70.40, RSI(talib): 63.41
1612.TW, Close: 29.45, RSI(talib): 88.81
6789.TW, Close: 287.50, RSI(talib): 62.71
2355.TW, Close: 53.00, RSI(talib): 66.17
8210.TW, Close: 266.50, RSI(talib): 62.50
6139.TW, Close: 158.50, RSI(talib): 68.72
1618.TW, Close: 35.60, RSI(talib): 72.83
2539.TW, Close: 49.10, RSI(talib): 67.66
3051.TW, Close: 43.55, RSI(talib): 83.73
6691.TW, Close: 347.00, RSI(talib): 64.09
1229.TW, Close: 67.00, RSI(talib): 60.29
5521.TW, Close: 14.85, RSI(talib): 79.96
5469.TW, Close: 61.80, RSI(talib): 65.03
1616.TW, Close: 15.40, RSI(talib): 76.18
8011.TW, Close: 23.95, RSI(talib): 83.35
8271.TW, Close: 62.00, RSI(talib): 60.62
4766.TW, Close: 270.50, RSI(talib): 63.01
2516.TW, Close: 14.75, RSI(talib): 69.59
6189.TW, Close: 64.50, RSI(talib): 79.37
2537.TW, Close: 9.07, RSI(talib): 77.42
2816.TW, Close: 40.60, RSI(talib): 64.33
3622.TW, Close: 50.30, RSI(talib): 81.42
3694.TW, Close: 47.50, RSI(talib): 68.71
6108.TW, Close: 22.30, RSI(talib): 63.28
2365.TW, Close: 14.75, RSI(talib): 71.15
1339.TW, Close: 71.10, RSI(talib): 64.58
6695.TW, Close: 61.90, RSI(talib): 63.00
1582.TW, Close: 86.70, RSI(talib): 66.05
5515.TW, Close: 18.00, RSI(talib): 81.86
--------------
3682.TW failed (index 0 is out of bounds for axis 0 with size 0).
2211.TW failed (index 0 is out of bounds for axis 0 with size 0).
