2885.TW, Close: 26.55, RSI(talib): 72.34
9958.TW, Close: 182.50, RSI(talib): 65.50
2313.TW, Close: 69.00, RSI(talib): 62.88
3545.TW, Close: 121.50, RSI(talib): 64.96
2465.TW, Close: 65.80, RSI(talib): 64.17
3041.TW, Close: 33.00, RSI(talib): 64.09
2329.TW, Close: 60.60, RSI(talib): 71.99
2374.TW, Close: 26.20, RSI(talib): 62.06
2359.TW, Close: 40.90, RSI(talib): 65.85
2006.TW, Close: 70.00, RSI(talib): 65.15
2812.TW, Close: 16.20, RSI(talib): 82.26
1319.TW, Close: 84.30, RSI(talib): 64.15
2492.TW, Close: 132.50, RSI(talib): 61.06
6239.TW, Close: 121.50, RSI(talib): 69.54
1514.TW, Close: 87.60, RSI(talib): 87.20
3661.TW, Close: 3335.00, RSI(talib): 63.73
6005.TW, Close: 15.90, RSI(talib): 63.59
6191.TW, Close: 72.20, RSI(talib): 75.08
9919.TW, Close: 28.00, RSI(talib): 65.70
3702.TW, Close: 79.20, RSI(talib): 67.25
1522.TW, Close: 43.15, RSI(talib): 61.11
2538.TW, Close: 16.30, RSI(talib): 63.95
8112.TW, Close: 62.10, RSI(talib): 64.13
3015.TW, Close: 51.90, RSI(talib): 73.45
2520.TW, Close: 38.15, RSI(talib): 72.23
2204.TW, Close: 113.00, RSI(talib): 70.37
3013.TW, Close: 50.20, RSI(talib): 65.44
6605.TW, Close: 149.00, RSI(talib): 70.01
1568.TW, Close: 36.55, RSI(talib): 62.75
2385.TW, Close: 176.00, RSI(talib): 83.14
3005.TW, Close: 103.00, RSI(talib): 63.85
4746.TW, Close: 103.00, RSI(talib): 64.17
6117.TW, Close: 75.20, RSI(talib): 78.66
9939.TW, Close: 125.50, RSI(talib): 77.68
3024.TW, Close: 17.55, RSI(talib): 64.99
1519.TW, Close: 367.00, RSI(talib): 78.31
2387.TW, Close: 57.00, RSI(talib): 62.30
2530.TW, Close: 33.95, RSI(talib): 79.16
1612.TW, Close: 27.90, RSI(talib): 75.78
2355.TW, Close: 54.10, RSI(talib): 70.42
2539.TW, Close: 49.85, RSI(talib): 68.61
3051.TW, Close: 42.10, RSI(talib): 80.42
6691.TW, Close: 316.00, RSI(talib): 63.00
1229.TW, Close: 67.80, RSI(talib): 75.34
5521.TW, Close: 11.90, RSI(talib): 69.00
5469.TW, Close: 63.20, RSI(talib): 76.75
1616.TW, Close: 16.25, RSI(talib): 79.37
8011.TW, Close: 20.35, RSI(talib): 65.56
2211.TW, Close: 89.10, RSI(talib): 91.10
4766.TW, Close: 258.50, RSI(talib): 64.00
9927.TW, Close: 69.60, RSI(talib): 61.57
2460.TW, Close: 29.95, RSI(talib): 65.94
6189.TW, Close: 60.70, RSI(talib): 64.70
2537.TW, Close: 9.04, RSI(talib): 78.32
3622.TW, Close: 41.35, RSI(talib): 66.69
3450.TW, Close: 64.00, RSI(talib): 62.00
3588.TW, Close: 83.10, RSI(talib): 63.18
1324.TW, Close: 20.60, RSI(talib): 66.26
6108.TW, Close: 22.05, RSI(talib): 63.48
2365.TW, Close: 12.90, RSI(talib): 66.41
1339.TW, Close: 72.10, RSI(talib): 66.50
2488.TW, Close: 40.80, RSI(talib): 60.67
1582.TW, Close: 91.70, RSI(talib): 75.91
--------------
3682.TW failed (index 0 is out of bounds for axis 0 with size 0).
3025.TW failed (index 0 is out of bounds for axis 0 with size 0).
2461.TW failed (index 0 is out of bounds for axis 0 with size 0).
3308.TW failed (index 0 is out of bounds for axis 0 with size 0).
2349.TW failed (index 0 is out of bounds for axis 0 with size 0).
