2891.TW, Close: 27.15, RSI(talib): 65.78
2313.TW, Close: 74.20, RSI(talib): 83.53
2886.TW, Close: 39.65, RSI(talib): 64.15
3682.TW, Close: 7.47, RSI(talib): 88.15
3545.TW, Close: 132.50, RSI(talib): 79.27
2417.TW, Close: 39.40, RSI(talib): 63.16
6176.TW, Close: 132.50, RSI(talib): 62.11
2374.TW, Close: 26.75, RSI(talib): 66.25
4938.TW, Close: 81.10, RSI(talib): 63.59
2401.TW, Close: 36.50, RSI(talib): 68.70
2006.TW, Close: 70.10, RSI(talib): 68.02
2390.TW, Close: 16.90, RSI(talib): 63.54
2812.TW, Close: 15.65, RSI(talib): 74.68
2442.TW, Close: 25.05, RSI(talib): 76.56
1514.TW, Close: 64.50, RSI(talib): 76.02
2388.TW, Close: 168.00, RSI(talib): 61.19
6005.TW, Close: 15.40, RSI(talib): 61.83
2436.TW, Close: 77.70, RSI(talib): 65.74
2105.TW, Close: 47.45, RSI(talib): 65.29
9919.TW, Close: 23.70, RSI(talib): 76.02
3702.TW, Close: 75.10, RSI(talib): 66.16
1476.TW, Close: 587.00, RSI(talib): 65.46
2538.TW, Close: 16.45, RSI(talib): 66.38
1773.TW, Close: 139.50, RSI(talib): 68.68
9941.TW, Close: 186.00, RSI(talib): 60.15
3015.TW, Close: 51.90, RSI(talib): 64.84
6412.TW, Close: 143.50, RSI(talib): 70.44
2233.TW, Close: 147.00, RSI(talib): 61.43
2385.TW, Close: 158.50, RSI(talib): 72.94
3005.TW, Close: 99.20, RSI(talib): 63.49
9939.TW, Close: 116.00, RSI(talib): 78.79
3024.TW, Close: 18.00, RSI(talib): 75.46
1532.TW, Close: 39.35, RSI(talib): 78.77
2530.TW, Close: 28.80, RSI(talib): 64.71
3305.TW, Close: 69.70, RSI(talib): 66.13
2355.TW, Close: 49.55, RSI(talib): 67.16
9917.TW, Close: 126.00, RSI(talib): 72.98
2539.TW, Close: 49.90, RSI(talib): 70.57
6691.TW, Close: 318.50, RSI(talib): 71.36
1229.TW, Close: 67.00, RSI(talib): 68.02
6243.TW, Close: 73.90, RSI(talib): 63.44
5521.TW, Close: 10.30, RSI(talib): 62.07
1616.TW, Close: 12.85, RSI(talib): 74.30
3583.TW, Close: 216.50, RSI(talib): 66.06
1515.TW, Close: 57.00, RSI(talib): 73.38
2461.TW, Close: 24.55, RSI(talib): 64.51
2211.TW, Close: 80.90, RSI(talib): 78.50
1603.TW, Close: 38.60, RSI(talib): 62.55
6451.TW, Close: 159.50, RSI(talib): 60.69
2480.TW, Close: 124.50, RSI(talib): 64.20
2369.TW, Close: 23.45, RSI(talib): 64.83
9927.TW, Close: 68.60, RSI(talib): 73.34
2460.TW, Close: 28.60, RSI(talib): 62.06
2516.TW, Close: 12.55, RSI(talib): 65.38
6189.TW, Close: 57.50, RSI(talib): 62.45
2537.TW, Close: 8.90, RSI(talib): 77.05
2816.TW, Close: 39.75, RSI(talib): 65.41
2543.TW, Close: 33.30, RSI(talib): 73.73
3694.TW, Close: 44.95, RSI(talib): 72.83
1463.TW, Close: 18.75, RSI(talib): 68.66
--------------
2425.TW failed ('NoneType' object has no attribute 'text').
