2891.TW, Close: 26.85, RSI(talib): 78.90
2408.TW, Close: 70.70, RSI(talib): 62.89
2313.TW, Close: 64.90, RSI(talib): 77.30
2357.TW, Close: 379.50, RSI(talib): 60.28
2886.TW, Close: 39.70, RSI(talib): 70.97
3682.TW, Close: 7.34, RSI(talib): 81.95
3545.TW, Close: 125.00, RSI(talib): 89.19
2417.TW, Close: 39.90, RSI(talib): 65.45
2465.TW, Close: 55.80, RSI(talib): 60.24
6531.TW, Close: 445.00, RSI(talib): 65.58
2329.TW, Close: 48.20, RSI(talib): 65.11
2374.TW, Close: 26.30, RSI(talib): 62.95
2359.TW, Close: 37.35, RSI(talib): 63.38
4938.TW, Close: 81.10, RSI(talib): 66.22
2401.TW, Close: 35.40, RSI(talib): 72.37
2006.TW, Close: 68.60, RSI(talib): 66.78
2390.TW, Close: 16.75, RSI(talib): 60.63
2812.TW, Close: 15.70, RSI(talib): 83.39
2442.TW, Close: 23.20, RSI(talib): 80.76
6285.TW, Close: 138.00, RSI(talib): 60.65
1560.TW, Close: 185.00, RSI(talib): 70.80
2388.TW, Close: 163.50, RSI(talib): 72.82
3661.TW, Close: 3125.00, RSI(talib): 60.92
2345.TW, Close: 549.00, RSI(talib): 64.23
6005.TW, Close: 15.35, RSI(talib): 69.08
2436.TW, Close: 75.10, RSI(talib): 68.97
3443.TW, Close: 1695.00, RSI(talib): 68.87
2105.TW, Close: 46.40, RSI(talib): 62.69
3702.TW, Close: 71.90, RSI(talib): 62.06
2538.TW, Close: 15.60, RSI(talib): 62.77
5269.TW, Close: 1505.00, RSI(talib): 62.30
3015.TW, Close: 51.90, RSI(talib): 72.20
2204.TW, Close: 104.00, RSI(talib): 68.35
3701.TW, Close: 75.60, RSI(talib): 74.51
2405.TW, Close: 17.50, RSI(talib): 67.92
6412.TW, Close: 144.00, RSI(talib): 73.86
2233.TW, Close: 144.00, RSI(talib): 69.53
2385.TW, Close: 152.50, RSI(talib): 74.05
3005.TW, Close: 103.00, RSI(talib): 87.85
9939.TW, Close: 115.00, RSI(talib): 75.78
3029.TW, Close: 66.10, RSI(talib): 61.68
3024.TW, Close: 17.45, RSI(talib): 73.41
4967.TW, Close: 89.00, RSI(talib): 60.38
5225.TW, Close: 66.50, RSI(talib): 63.59
1532.TW, Close: 37.90, RSI(talib): 69.85
2530.TW, Close: 28.80, RSI(talib): 65.07
3305.TW, Close: 68.50, RSI(talib): 70.97
2355.TW, Close: 50.00, RSI(talib): 83.07
9917.TW, Close: 122.50, RSI(talib): 68.31
6139.TW, Close: 141.50, RSI(talib): 75.94
2539.TW, Close: 49.45, RSI(talib): 87.17
6691.TW, Close: 314.50, RSI(talib): 70.02
1229.TW, Close: 66.90, RSI(talib): 71.83
6243.TW, Close: 72.40, RSI(talib): 78.91
5521.TW, Close: 10.70, RSI(talib): 73.76
3715.TW, Close: 94.60, RSI(talib): 66.50
1616.TW, Close: 11.50, RSI(talib): 70.99
3583.TW, Close: 217.00, RSI(talib): 65.77
1515.TW, Close: 60.20, RSI(talib): 83.65
2461.TW, Close: 25.40, RSI(talib): 77.12
8011.TW, Close: 19.50, RSI(talib): 66.13
2211.TW, Close: 76.60, RSI(talib): 67.07
3055.TW, Close: 39.75, RSI(talib): 61.99
6451.TW, Close: 158.50, RSI(talib): 68.61
2480.TW, Close: 121.50, RSI(talib): 71.70
2369.TW, Close: 23.45, RSI(talib): 65.85
2316.TW, Close: 38.75, RSI(talib): 67.86
4766.TW, Close: 255.00, RSI(talib): 72.50
3257.TW, Close: 77.10, RSI(talib): 66.76
9927.TW, Close: 67.60, RSI(talib): 71.21
2516.TW, Close: 12.75, RSI(talib): 86.18
2537.TW, Close: 8.88, RSI(talib): 75.96
1307.TW, Close: 26.90, RSI(talib): 63.67
2543.TW, Close: 33.30, RSI(talib): 80.95
3694.TW, Close: 45.00, RSI(talib): 79.30
6585.TW, Close: 140.50, RSI(talib): 69.99
6108.TW, Close: 21.35, RSI(talib): 74.21
1463.TW, Close: 18.75, RSI(talib): 73.93
--------------
1402.TW failed ('NoneType' object has no attribute 'text').
