2891.TW, Close: 26.95, RSI(talib): 69.31
2313.TW, Close: 72.10, RSI(talib): 80.85
2455.TW, Close: 170.00, RSI(talib): 64.17
3042.TW, Close: 101.50, RSI(talib): 66.91
3711.TW, Close: 128.00, RSI(talib): 70.03
2357.TW, Close: 388.00, RSI(talib): 61.08
2887.TW, Close: 18.00, RSI(talib): 63.37
2886.TW, Close: 38.65, RSI(talib): 60.63
3682.TW, Close: 7.51, RSI(talib): 86.38
3035.TW, Close: 391.00, RSI(talib): 67.27
3545.TW, Close: 126.50, RSI(talib): 78.30
2465.TW, Close: 62.10, RSI(talib): 65.90
6176.TW, Close: 132.50, RSI(talib): 60.58
2340.TW, Close: 49.40, RSI(talib): 65.66
6531.TW, Close: 469.00, RSI(talib): 64.71
2329.TW, Close: 64.00, RSI(talib): 80.61
2374.TW, Close: 26.45, RSI(talib): 67.53
2359.TW, Close: 39.70, RSI(talib): 69.92
4938.TW, Close: 81.30, RSI(talib): 63.29
2368.TW, Close: 229.50, RSI(talib): 60.15
2401.TW, Close: 35.75, RSI(talib): 68.62
2006.TW, Close: 69.50, RSI(talib): 63.41
2390.TW, Close: 17.20, RSI(talib): 69.59
2812.TW, Close: 15.75, RSI(talib): 80.66
2442.TW, Close: 23.30, RSI(talib): 66.29
3704.TW, Close: 53.90, RSI(talib): 65.35
2492.TW, Close: 140.00, RSI(talib): 70.27
6239.TW, Close: 115.00, RSI(talib): 69.09
1514.TW, Close: 67.40, RSI(talib): 76.86
2388.TW, Close: 176.50, RSI(talib): 67.81
6005.TW, Close: 15.45, RSI(talib): 64.49
2436.TW, Close: 78.10, RSI(talib): 70.54
3653.TW, Close: 645.00, RSI(talib): 61.60
6191.TW, Close: 70.50, RSI(talib): 69.01
2105.TW, Close: 46.50, RSI(talib): 64.03
9919.TW, Close: 31.50, RSI(talib): 91.15
3702.TW, Close: 73.30, RSI(talib): 74.21
1476.TW, Close: 595.00, RSI(talib): 69.23
2538.TW, Close: 16.80, RSI(talib): 73.84
8112.TW, Close: 55.90, RSI(talib): 61.12
9941.TW, Close: 189.00, RSI(talib): 66.50
3015.TW, Close: 52.20, RSI(talib): 70.11
6412.TW, Close: 143.50, RSI(talib): 64.03
2233.TW, Close: 150.00, RSI(talib): 62.92
2385.TW, Close: 161.50, RSI(talib): 72.23
3005.TW, Close: 105.00, RSI(talib): 65.72
6117.TW, Close: 68.00, RSI(talib): 67.48
9939.TW, Close: 120.50, RSI(talib): 77.93
3024.TW, Close: 18.00, RSI(talib): 67.06
2387.TW, Close: 55.70, RSI(talib): 60.03
1532.TW, Close: 39.95, RSI(talib): 82.17
2530.TW, Close: 31.05, RSI(talib): 82.30
3305.TW, Close: 69.90, RSI(talib): 68.21
2355.TW, Close: 51.20, RSI(talib): 67.19
8210.TW, Close: 277.00, RSI(talib): 66.65
9917.TW, Close: 123.00, RSI(talib): 63.98
2539.TW, Close: 49.10, RSI(talib): 65.80
3051.TW, Close: 36.45, RSI(talib): 66.94
6691.TW, Close: 313.00, RSI(talib): 65.81
1229.TW, Close: 68.40, RSI(talib): 75.77
6243.TW, Close: 74.30, RSI(talib): 68.22
5521.TW, Close: 10.45, RSI(talib): 64.22
3715.TW, Close: 109.00, RSI(talib): 62.83
1616.TW, Close: 13.65, RSI(talib): 88.89
3583.TW, Close: 229.50, RSI(talib): 65.49
1515.TW, Close: 58.00, RSI(talib): 68.17
8011.TW, Close: 19.70, RSI(talib): 62.25
2211.TW, Close: 83.40, RSI(talib): 79.62
3055.TW, Close: 43.15, RSI(talib): 64.27
6451.TW, Close: 164.00, RSI(talib): 63.93
2480.TW, Close: 126.00, RSI(talib): 69.39
2369.TW, Close: 24.15, RSI(talib): 66.44
6426.TW, Close: 90.40, RSI(talib): 65.84
3518.TW, Close: 39.50, RSI(talib): 71.00
9927.TW, Close: 70.20, RSI(talib): 80.17
2516.TW, Close: 12.35, RSI(talib): 64.04
6189.TW, Close: 59.70, RSI(talib): 68.64
2537.TW, Close: 8.80, RSI(talib): 68.60
2816.TW, Close: 38.15, RSI(talib): 60.85
1307.TW, Close: 27.20, RSI(talib): 61.30
2543.TW, Close: 36.90, RSI(talib): 76.32
3694.TW, Close: 44.05, RSI(talib): 70.62
6108.TW, Close: 22.30, RSI(talib): 61.24
1339.TW, Close: 72.80, RSI(talib): 60.49
--------------
3025.TW failed (index 0 is out of bounds for axis 0 with size 0).
