2891.TW, Close: 27.35, RSI(talib): 64.05
2313.TW, Close: 73.30, RSI(talib): 87.61
2455.TW, Close: 171.50, RSI(talib): 63.45
3042.TW, Close: 103.00, RSI(talib): 65.33
3711.TW, Close: 128.00, RSI(talib): 68.10
3682.TW, Close: 7.55, RSI(talib): 83.26
3035.TW, Close: 385.50, RSI(talib): 65.99
3545.TW, Close: 129.00, RSI(talib): 78.30
2417.TW, Close: 38.60, RSI(talib): 61.40
2465.TW, Close: 63.60, RSI(talib): 61.21
6176.TW, Close: 132.00, RSI(talib): 66.60
2340.TW, Close: 49.90, RSI(talib): 63.15
6531.TW, Close: 468.00, RSI(talib): 66.12
2329.TW, Close: 59.30, RSI(talib): 79.52
2374.TW, Close: 26.85, RSI(talib): 66.19
4938.TW, Close: 81.20, RSI(talib): 68.19
2401.TW, Close: 36.15, RSI(talib): 70.96
2006.TW, Close: 69.30, RSI(talib): 66.58
2390.TW, Close: 17.70, RSI(talib): 65.81
2812.TW, Close: 15.80, RSI(talib): 77.25
2442.TW, Close: 23.60, RSI(talib): 65.58
3704.TW, Close: 56.00, RSI(talib): 60.27
2492.TW, Close: 136.50, RSI(talib): 75.35
6239.TW, Close: 112.00, RSI(talib): 69.09
1560.TW, Close: 184.00, RSI(talib): 62.04
1514.TW, Close: 68.00, RSI(talib): 69.43
2388.TW, Close: 172.50, RSI(talib): 66.80
6005.TW, Close: 15.40, RSI(talib): 66.94
2436.TW, Close: 79.00, RSI(talib): 70.22
2105.TW, Close: 47.05, RSI(talib): 66.86
9919.TW, Close: 28.65, RSI(talib): 88.24
3702.TW, Close: 77.60, RSI(talib): 72.02
1476.TW, Close: 593.00, RSI(talib): 65.41
2458.TW, Close: 151.50, RSI(talib): 60.75
2538.TW, Close: 16.75, RSI(talib): 73.37
8112.TW, Close: 55.90, RSI(talib): 60.04
1773.TW, Close: 139.50, RSI(talib): 67.90
3015.TW, Close: 52.20, RSI(talib): 69.10
2405.TW, Close: 17.45, RSI(talib): 61.15
6412.TW, Close: 142.00, RSI(talib): 66.63
2233.TW, Close: 149.00, RSI(talib): 67.29
2385.TW, Close: 159.50, RSI(talib): 75.70
3005.TW, Close: 101.50, RSI(talib): 68.45
6117.TW, Close: 61.90, RSI(talib): 60.98
9939.TW, Close: 120.00, RSI(talib): 72.33
3024.TW, Close: 17.65, RSI(talib): 74.68
1532.TW, Close: 39.65, RSI(talib): 82.17
2530.TW, Close: 31.20, RSI(talib): 70.65
3305.TW, Close: 70.20, RSI(talib): 73.03
1442.TW, Close: 39.10, RSI(talib): 68.28
2355.TW, Close: 48.90, RSI(talib): 67.08
8210.TW, Close: 252.00, RSI(talib): 64.35
9917.TW, Close: 123.50, RSI(talib): 68.38
2539.TW, Close: 49.00, RSI(talib): 64.86
3051.TW, Close: 35.05, RSI(talib): 66.75
6691.TW, Close: 315.00, RSI(talib): 63.81
3094.TW, Close: 41.00, RSI(talib): 62.21
1229.TW, Close: 68.40, RSI(talib): 74.43
6243.TW, Close: 75.30, RSI(talib): 72.93
1616.TW, Close: 13.85, RSI(talib): 88.89
3583.TW, Close: 221.00, RSI(talib): 62.12
1515.TW, Close: 57.90, RSI(talib): 65.60
2211.TW, Close: 81.20, RSI(talib): 78.17
1603.TW, Close: 37.40, RSI(talib): 65.07
6451.TW, Close: 163.00, RSI(talib): 66.09
2480.TW, Close: 126.00, RSI(talib): 68.39
2369.TW, Close: 23.90, RSI(talib): 71.29
6426.TW, Close: 82.20, RSI(talib): 64.14
9927.TW, Close: 71.60, RSI(talib): 76.71
2516.TW, Close: 12.25, RSI(talib): 64.58
6189.TW, Close: 58.70, RSI(talib): 68.64
2537.TW, Close: 8.77, RSI(talib): 69.22
2816.TW, Close: 38.50, RSI(talib): 65.65
2543.TW, Close: 34.90, RSI(talib): 76.16
3694.TW, Close: 44.80, RSI(talib): 76.39
6108.TW, Close: 21.25, RSI(talib): 61.92
1463.TW, Close: 18.50, RSI(talib): 65.39
--------------
2354.TW failed (inputs are all NaN).
1434.TW failed ('NoneType' object has no attribute 'text').
