2324.TW, Close: 30.80, RSI(talib): 64.15
2891.TW, Close: 27.20, RSI(talib): 77.72    !
2408.TW, Close: 70.70, RSI(talib): 62.58
2313.TW, Close: 64.70, RSI(talib): 76.99    !
2357.TW, Close: 384.50, RSI(talib): 63.48
2887.TW, Close: 18.10, RSI(talib): 69.14
2886.TW, Close: 39.85, RSI(talib): 70.97
3682.TW, Close: 7.26, RSI(talib): 79.97
3545.TW, Close: 123.50, RSI(talib): 88.15   !
2417.TW, Close: 38.25, RSI(talib): 65.22
6531.TW, Close: 452.50, RSI(talib): 64.18
2329.TW, Close: 49.10, RSI(talib): 64.35
2374.TW, Close: 25.50, RSI(talib): 60.59
2359.TW, Close: 37.85, RSI(talib): 61.22
4938.TW, Close: 81.00, RSI(talib): 74.47
2368.TW, Close: 221.00, RSI(talib): 61.51
2401.TW, Close: 36.05, RSI(talib): 70.23
2006.TW, Close: 69.30, RSI(talib): 60.87
2812.TW, Close: 15.50, RSI(talib): 82.29    !
2442.TW, Close: 22.95, RSI(talib): 74.02    !
6285.TW, Close: 143.00, RSI(talib): 60.65
2383.TW, Close: 424.50, RSI(talib): 62.70
1560.TW, Close: 188.00, RSI(talib): 61.91
2388.TW, Close: 170.50, RSI(talib): 72.00   !
1313.TW, Close: 16.10, RSI(talib): 64.87
2345.TW, Close: 562.00, RSI(talib): 63.70
6005.TW, Close: 15.40, RSI(talib): 71.39
2436.TW, Close: 76.30, RSI(talib): 62.85
3443.TW, Close: 1785.00, RSI(talib): 65.82
2105.TW, Close: 46.20, RSI(talib): 62.06
2059.TW, Close: 875.00, RSI(talib): 63.31
1476.TW, Close: 570.00, RSI(talib): 61.13
2538.TW, Close: 15.55, RSI(talib): 60.69
5269.TW, Close: 1495.00, RSI(talib): 62.30
6669.TW, Close: 1825.00, RSI(talib): 64.28
3015.TW, Close: 51.90, RSI(talib): 70.63
2204.TW, Close: 106.50, RSI(talib): 67.63
3701.TW, Close: 78.10, RSI(talib): 74.10    !
2405.TW, Close: 17.90, RSI(talib): 69.95
6412.TW, Close: 144.00, RSI(talib): 81.62
2233.TW, Close: 149.50, RSI(talib): 63.49
2385.TW, Close: 155.00, RSI(talib): 73.67
3005.TW, Close: 109.00, RSI(talib): 87.85   !
3024.TW, Close: 17.45, RSI(talib): 72.89    !
1532.TW, Close: 37.65, RSI(talib): 69.00
2530.TW, Close: 28.00, RSI(talib): 62.49
3305.TW, Close: 68.80, RSI(talib): 69.72
2355.TW, Close: 50.90, RSI(talib): 83.59
9917.TW, Close: 122.00, RSI(talib): 70.83
6139.TW, Close: 157.00, RSI(talib): 71.95   !
2539.TW, Close: 49.70, RSI(talib): 90.14
6691.TW, Close: 313.00, RSI(talib): 67.11
1229.TW, Close: 66.60, RSI(talib): 76.63
6243.TW, Close: 74.20, RSI(talib): 73.57    !
5521.TW, Close: 11.05, RSI(talib): 64.49    !
3715.TW, Close: 101.00, RSI(talib): 65.44
1616.TW, Close: 11.40, RSI(talib): 62.34
3583.TW, Close: 215.00, RSI(talib): 61.36
1515.TW, Close: 59.70, RSI(talib): 83.47
2461.TW, Close: 25.40, RSI(talib): 76.74    !
8011.TW, Close: 19.95, RSI(talib): 62.52
2211.TW, Close: 75.80, RSI(talib): 67.07
2247.TW, Close: 311.00, RSI(talib): 61.70
6451.TW, Close: 160.50, RSI(talib): 68.61
2480.TW, Close: 123.50, RSI(talib): 71.70
2369.TW, Close: 23.45, RSI(talib): 63.61
2316.TW, Close: 39.15, RSI(talib): 66.48
4766.TW, Close: 268.00, RSI(talib): 71.09
3257.TW, Close: 78.00, RSI(talib): 62.71
9927.TW, Close: 67.80, RSI(talib): 73.14
2516.TW, Close: 14.05, RSI(talib): 83.39    !
2537.TW, Close: 8.71, RSI(talib): 74.53
1307.TW, Close: 26.95, RSI(talib): 61.47
2543.TW, Close: 34.25, RSI(talib): 78.69
3694.TW, Close: 43.85, RSI(talib): 72.91    !
6585.TW, Close: 146.50, RSI(talib): 67.74   !
6108.TW, Close: 21.80, RSI(talib): 73.35
1463.TW, Close: 18.80, RSI(talib): 73.93
--------------
