2353.TW, Close: 49.00, RSI(talib): 85.49
2885.TW, Close: 26.60, RSI(talib): 66.15
2330.TW, Close: 581.00, RSI(talib): 60.64
2408.TW, Close: 75.40, RSI(talib): 63.71
2313.TW, Close: 71.50, RSI(talib): 60.88
2377.TW, Close: 193.00, RSI(talib): 61.49
3711.TW, Close: 131.00, RSI(talib): 62.25
2357.TW, Close: 471.50, RSI(talib): 78.59
4938.TW, Close: 86.80, RSI(talib): 69.43
2006.TW, Close: 70.90, RSI(talib): 65.36
2454.TW, Close: 995.00, RSI(talib): 68.18
2515.TW, Close: 13.50, RSI(talib): 71.52
2404.TW, Close: 267.00, RSI(talib): 65.51
2442.TW, Close: 24.75, RSI(talib): 60.42
6239.TW, Close: 143.50, RSI(talib): 74.97
2611.TW, Close: 16.20, RSI(talib): 67.55
1514.TW, Close: 78.90, RSI(talib): 61.02
2031.TW, Close: 60.50, RSI(talib): 81.27
3653.TW, Close: 684.00, RSI(talib): 62.63
1808.TW, Close: 101.50, RSI(talib): 72.91
2612.TW, Close: 52.10, RSI(talib): 60.98
1210.TW, Close: 57.70, RSI(talib): 72.67
3702.TW, Close: 82.50, RSI(talib): 65.87
1733.TW, Close: 38.80, RSI(talib): 89.70
2458.TW, Close: 162.50, RSI(talib): 66.63
6669.TW, Close: 1825.00, RSI(talib): 61.54
3008.TW, Close: 2795.00, RSI(talib): 74.14
3607.TW, Close: 17.15, RSI(talib): 66.68
3005.TW, Close: 106.00, RSI(talib): 62.88
6117.TW, Close: 77.50, RSI(talib): 65.00
9939.TW, Close: 123.50, RSI(talib): 65.06
3346.TW, Close: 53.90, RSI(talib): 67.09
1532.TW, Close: 40.40, RSI(talib): 67.88
2530.TW, Close: 34.60, RSI(talib): 63.01
3305.TW, Close: 74.60, RSI(talib): 72.08
1325.TW, Close: 39.40, RSI(talib): 63.32
5521.TW, Close: 14.35, RSI(talib): 73.03
8011.TW, Close: 22.90, RSI(talib): 68.40
2211.TW, Close: 102.50, RSI(talib): 86.84
4766.TW, Close: 280.00, RSI(talib): 72.79
3694.TW, Close: 46.45, RSI(talib): 61.89
1463.TW, Close: 18.00, RSI(talib): 60.39
5515.TW, Close: 17.20, RSI(talib): 68.81
--------------
6153.TW failed (inputs are all NaN).
