2324.TW, Close: 38.10, RSI(talib): 71.03
2891.TW, Close: 28.20, RSI(talib): 66.75
2353.TW, Close: 50.40, RSI(talib): 81.58
2885.TW, Close: 26.95, RSI(talib): 76.63
2330.TW, Close: 578.00, RSI(talib): 68.74
2377.TW, Close: 191.00, RSI(talib): 65.56
3711.TW, Close: 126.50, RSI(talib): 61.50
2357.TW, Close: 465.00, RSI(talib): 78.83
6176.TW, Close: 139.50, RSI(talib): 66.17
4938.TW, Close: 85.90, RSI(talib): 65.55
3017.TW, Close: 329.00, RSI(talib): 61.45
8163.TW, Close: 55.30, RSI(talib): 62.45
1722.TW, Close: 68.00, RSI(talib): 68.56
2515.TW, Close: 13.35, RSI(talib): 66.19
5388.TW, Close: 133.00, RSI(talib): 62.57
2442.TW, Close: 24.65, RSI(talib): 65.35
1560.TW, Close: 188.00, RSI(talib): 60.22
2611.TW, Close: 16.85, RSI(talib): 60.28
6005.TW, Close: 16.05, RSI(talib): 68.92
3653.TW, Close: 706.00, RSI(talib): 61.25
1210.TW, Close: 58.80, RSI(talib): 64.87
1733.TW, Close: 39.10, RSI(talib): 76.79
1104.TW, Close: 29.50, RSI(talib): 63.07
5269.TW, Close: 1660.00, RSI(talib): 62.47
9941.TW, Close: 187.00, RSI(talib): 61.29
2520.TW, Close: 38.80, RSI(talib): 61.38
6412.TW, Close: 149.00, RSI(talib): 68.90
3008.TW, Close: 2685.00, RSI(talib): 67.70
3167.TW, Close: 53.70, RSI(talib): 70.53
1432.TW, Close: 19.50, RSI(talib): 64.37
4746.TW, Close: 101.00, RSI(talib): 60.15
6117.TW, Close: 79.80, RSI(talib): 63.88
1532.TW, Close: 41.50, RSI(talib): 74.98
2530.TW, Close: 36.80, RSI(talib): 69.59
1612.TW, Close: 29.05, RSI(talib): 65.55
6139.TW, Close: 163.50, RSI(talib): 60.40
6243.TW, Close: 73.50, RSI(talib): 63.51
6756.TW, Close: 273.00, RSI(talib): 75.95
3338.TW, Close: 65.90, RSI(talib): 71.96
5521.TW, Close: 14.90, RSI(talib): 67.19
9934.TW, Close: 16.55, RSI(talib): 82.89
8011.TW, Close: 24.00, RSI(talib): 71.70
2211.TW, Close: 104.00, RSI(talib): 80.12
4766.TW, Close: 280.00, RSI(talib): 60.39
2516.TW, Close: 13.95, RSI(talib): 62.37
3694.TW, Close: 46.00, RSI(talib): 60.05
6108.TW, Close: 22.90, RSI(talib): 70.30
2365.TW, Close: 14.90, RSI(talib): 68.24
6695.TW, Close: 75.90, RSI(talib): 75.55
2467.TW, Close: 66.00, RSI(talib): 74.91
5515.TW, Close: 18.00, RSI(talib): 65.30
2362.TW, Close: 43.85, RSI(talib): 83.43
6024.TW, Close: 50.40, RSI(talib): 68.14
--------------
3034.TW failed (index 0 is out of bounds for axis 0 with size 0).
