6531.TW, RSI(talib): 66.31934856795482
2006.TW, RSI(talib): 66.51899569196634
2515.TW, RSI(talib): 69.69389783224332
5388.TW, RSI(talib): 60.534166411601596
1319.TW, RSI(talib): 74.22779951752787
6191.TW, RSI(talib): 62.16469156566865
2105.TW, RSI(talib): 61.654204488147165
2363.TW, RSI(talib): 64.24778110155786
1522.TW, RSI(talib): 81.27816986824826
2458.TW, RSI(talib): 60.25284801640988
8081.TW, RSI(talib): 64.97909224624854
8112.TW, RSI(talib): 64.64177323296651
6605.TW, RSI(talib): 68.83436367414838
2385.TW, RSI(talib): 66.4634132195608
3005.TW, RSI(talib): 60.0140816980376
6197.TW, RSI(talib): 63.21287656824535
4763.TW, RSI(talib): 61.93728421782172
6442.TW, RSI(talib): 63.30095122045124
2355.TW, RSI(talib): 63.92771228709561
6139.TW, RSI(talib): 66.76983516366765
2427.TW, RSI(talib): 64.6544785100055
3715.TW, RSI(talib): 70.93984466276704
3032.TW, RSI(talib): 63.692353501304424
5469.TW, RSI(talib): 63.641076307066854
3617.TW, RSI(talib): 61.551835061727765
1515.TW, RSI(talib): 60.65119477296083
8271.TW, RSI(talib): 61.36920254946611
6451.TW, RSI(talib): 67.03844135045254
2025.TW, RSI(talib): 61.92923919615071
3450.TW, RSI(talib): 77.46892521299003
2543.TW, RSI(talib): 86.68963684922866
--------------
2102.TW failed ('NoneType' object has no attribute 'text').
6672.TW failed (inputs are all NaN).
