2324.TW, RSI(talib): 63.51353005789324
2356.TW, RSI(talib): 74.41513796263779
9958.TW, RSI(talib): 72.63313360888087
2301.TW, RSI(talib): 77.30776129663627
2330.TW, RSI(talib): 63.66124008757831
2382.TW, RSI(talib): 80.23407038378356
1513.TW, RSI(talib): 63.29340044357995
3481.TW, RSI(talib): 62.014528433260395
2610.TW, RSI(talib): 61.65804280872314
2377.TW, RSI(talib): 69.77258126439733
3035.TW, RSI(talib): 82.10410993078028
2340.TW, RSI(talib): 68.51307090627805
2481.TW, RSI(talib): 63.4295902551517
2376.TW, RSI(talib): 72.87619954663546
2329.TW, RSI(talib): 80.82221061847261
4934.TW, RSI(talib): 64.74579891115691
2368.TW, RSI(talib): 82.30398740075991
3017.TW, RSI(talib): 70.73988628930002
3645.TW, RSI(talib): 84.83401694927363
1722.TW, RSI(talib): 64.0722057509298
2812.TW, RSI(talib): 67.70170850098948
2371.TW, RSI(talib): 66.20804416692788
3023.TW, RSI(talib): 61.3265642946599
2344.TW, RSI(talib): 60.06603109409281
5388.TW, RSI(talib): 69.06022857995967
1217.TW, RSI(talib): 60.679748161215386
1477.TW, RSI(talib): 67.18664020275139
3231.TW, RSI(talib): 86.3449235514309
2383.TW, RSI(talib): 82.78946262782065
3704.TW, RSI(talib): 76.62888727033855
5258.TW, RSI(talib): 68.16718876052035
6239.TW, RSI(talib): 67.34307188121433
4927.TW, RSI(talib): 62.01086764616116
2388.TW, RSI(talib): 86.30753696073667
3661.TW, RSI(talib): 64.69987729401564
2345.TW, RSI(talib): 72.34259767669778
2308.TW, RSI(talib): 64.34598186162815
2436.TW, RSI(talib): 73.58882793427728
6235.TW, RSI(talib): 68.92657823794569
3653.TW, RSI(talib): 62.52652703536591
2449.TW, RSI(talib): 64.42918541082408
1808.TW, RSI(talib): 69.4382937507667
6191.TW, RSI(talib): 70.08665241436573
3665.TW, RSI(talib): 65.09884566908664
6257.TW, RSI(talib): 65.38147462934666
2352.TW, RSI(talib): 73.21431388901496
3443.TW, RSI(talib): 67.40025936725716
3706.TW, RSI(talib): 75.84544156896268
3702.TW, RSI(talib): 71.53711801339948
2059.TW, RSI(talib): 83.0676179718642
4583.TW, RSI(talib): 64.12165038641906
2425.TW, RSI(talib): 72.00005027280618
2458.TW, RSI(talib): 62.173225581863726
6669.TW, RSI(talib): 84.31198819878172
9941.TW, RSI(talib): 70.33757551271943
3013.TW, RSI(talib): 71.85735764879759
2328.TW, RSI(talib): 72.64461827853115
1459.TW, RSI(talib): 76.62362007308539
3008.TW, RSI(talib): 74.61219853168902
3607.TW, RSI(talib): 61.75377748202617
5285.TW, RSI(talib): 66.1289812246632
6120.TW, RSI(talib): 85.99599765250112
1471.TW, RSI(talib): 74.37579322369005
2395.TW, RSI(talib): 60.98090475160676
2486.TW, RSI(talib): 70.97513504451203
8105.TW, RSI(talib): 77.32603815856068
6117.TW, RSI(talib): 73.96403722925217
3380.TW, RSI(talib): 64.96016940804743
3515.TW, RSI(talib): 67.93284495242719
3024.TW, RSI(talib): 63.40298307342569
3025.TW, RSI(talib): 63.52607976063352
1519.TW, RSI(talib): 75.17387874136622
2441.TW, RSI(talib): 65.5280096967227
4763.TW, RSI(talib): 74.33580698998306
6442.TW, RSI(talib): 71.67391295021272
3305.TW, RSI(talib): 75.04236391830311
6592.TW, RSI(talib): 75.74572002955438
3033.TW, RSI(talib): 70.05546526430284
5607.TW, RSI(talib): 78.86252339121401
8210.TW, RSI(talib): 70.0792462746115
6139.TW, RSI(talib): 80.42334976369645
1618.TW, RSI(talib): 65.85062328723407
2539.TW, RSI(talib): 80.06393352651887
3051.TW, RSI(talib): 67.58696376518438
6691.TW, RSI(talib): 74.70836841244022
2393.TW, RSI(talib): 65.08608397058583
1229.TW, RSI(talib): 75.64458533438669
2399.TW, RSI(talib): 71.06743514725828
3715.TW, RSI(talib): 60.40230946618704
3032.TW, RSI(talib): 65.44395806210908
5469.TW, RSI(talib): 63.867417164048526
1535.TW, RSI(talib): 82.8666856240273
3617.TW, RSI(talib): 63.77652970217787
5234.TW, RSI(talib): 81.71045700166609
3583.TW, RSI(talib): 66.05858901361856
1515.TW, RSI(talib): 61.09334562695473
4526.TW, RSI(talib): 63.15278291174688
1603.TW, RSI(talib): 66.5444363464275
4532.TW, RSI(talib): 67.43689013931112
6451.TW, RSI(talib): 73.9397809542839
2369.TW, RSI(talib): 72.35382581478467
2855.TW, RSI(talib): 62.39632371742652
3518.TW, RSI(talib): 69.38313792048454
--------------
8150.TW failed ('NoneType' object has no attribute 'text').
1460.TW failed (inputs are all NaN).
