2409.TW, RSI(talib): 73.5288331978581
2356.TW, RSI(talib): 72.78243540951138
2891.TW, RSI(talib): 68.22545045497014
2885.TW, RSI(talib): 65.7822999105852
9958.TW, RSI(talib): 75.44323810845579
2301.TW, RSI(talib): 67.47894439529799
2882.TW, RSI(talib): 65.41436940136126
2382.TW, RSI(talib): 83.06072175213491
2881.TW, RSI(talib): 65.81537482970946
3481.TW, RSI(talib): 65.8627824451274
2357.TW, RSI(talib): 69.54487708920259
5880.TW, RSI(talib): 71.1308419007561
2886.TW, RSI(talib): 68.88502149839351
1709.TW, RSI(talib): 63.687723125033614
3035.TW, RSI(talib): 65.51376382248309
2340.TW, RSI(talib): 60.561440791832666
6531.TW, RSI(talib): 62.97469202476089
2834.TW, RSI(talib): 63.99633661912153
2376.TW, RSI(talib): 67.29460889657432
2329.TW, RSI(talib): 87.4107261322047
2359.TW, RSI(talib): 71.1325119083326
2368.TW, RSI(talib): 61.471794478308375
3017.TW, RSI(talib): 75.03795595061081
3645.TW, RSI(talib): 68.0998596048305
1722.TW, RSI(talib): 68.53413393499311
2913.TW, RSI(talib): 74.89251289874821
2812.TW, RSI(talib): 64.6054160032252
3044.TW, RSI(talib): 73.82864588021776
1217.TW, RSI(talib): 79.78511493097562
3231.TW, RSI(talib): 73.38724200389753
2383.TW, RSI(talib): 85.54694520254851
5258.TW, RSI(talib): 65.25942781788328
6239.TW, RSI(talib): 67.07112556896267
1904.TW, RSI(talib): 64.74988280917779
2388.TW, RSI(talib): 71.45222127692658
9955.TW, RSI(talib): 61.68529189971329
3661.TW, RSI(talib): 64.12986050438319
2031.TW, RSI(talib): 60.87045205423043
1313.TW, RSI(talib): 70.79988201772748
6005.TW, RSI(talib): 72.9516810978593
2436.TW, RSI(talib): 60.83951107611229
6191.TW, RSI(talib): 63.5528953904564
3706.TW, RSI(talib): 60.67900649811797
1210.TW, RSI(talib): 75.82498852204506
2059.TW, RSI(talib): 73.40457032335678
3011.TW, RSI(talib): 64.58918510647426
1476.TW, RSI(talib): 69.22238014373848
2425.TW, RSI(talib): 72.41411696070136
8081.TW, RSI(talib): 64.07873964576831
1907.TW, RSI(talib): 62.1558492066469
6669.TW, RSI(talib): 65.72358618006668
1773.TW, RSI(talib): 61.35835276273638
2405.TW, RSI(talib): 68.97232733952765
3013.TW, RSI(talib): 66.56320489210204
6412.TW, RSI(talib): 79.8053876111061
6196.TW, RSI(talib): 63.795951529169336
9910.TW, RSI(talib): 72.19042211836826
2421.TW, RSI(talib): 79.03340179097496
2419.TW, RSI(talib): 64.89983029418197
6117.TW, RSI(talib): 74.2173237083659
4989.TW, RSI(talib): 65.1677737116786
3029.TW, RSI(talib): 68.88747716454996
2420.TW, RSI(talib): 70.780219019883
3024.TW, RSI(talib): 68.05362407618577
9105.TW, RSI(talib): 72.00063828380239
3346.TW, RSI(talib): 64.07667779299345
5225.TW, RSI(talib): 60.32560425194545
1519.TW, RSI(talib): 70.24949737959935
2441.TW, RSI(talib): 63.33834445062762
4763.TW, RSI(talib): 82.20424006266772
6442.TW, RSI(talib): 67.26676598543926
1532.TW, RSI(talib): 63.88639087481239
3305.TW, RSI(talib): 64.79627769912626
6592.TW, RSI(talib): 61.97755105740761
1905.TW, RSI(talib): 65.07858557339321
1612.TW, RSI(talib): 63.05258598962317
1707.TW, RSI(talib): 65.85639912298979
6139.TW, RSI(talib): 62.75566702104209
1618.TW, RSI(talib): 70.01985078971983
2851.TW, RSI(talib): 83.07392943476422
2539.TW, RSI(talib): 75.54350632659454
1783.TW, RSI(talib): 60.799142932047886
3056.TW, RSI(talib): 81.29874693169245
3338.TW, RSI(talib): 73.55315351906201
1108.TW, RSI(talib): 67.61943621147428
5234.TW, RSI(talib): 64.73045628910896
3583.TW, RSI(talib): 79.86402844807526
2461.TW, RSI(talib): 69.53790788289903
3014.TW, RSI(talib): 79.01307679765223
3055.TW, RSI(talib): 62.02541320620075
4526.TW, RSI(talib): 61.81495725231628
4532.TW, RSI(talib): 60.19032628081712
2480.TW, RSI(talib): 64.88972662456085
2369.TW, RSI(talib): 72.28731252117277
2855.TW, RSI(talib): 71.31203321417297
3518.TW, RSI(talib): 60.40752812964191
2316.TW, RSI(talib): 84.42108620080467
--------------
