2356.TW, RSI(talib): 80.9067862816623
2891.TW, RSI(talib): 69.2953961913364
2885.TW, RSI(talib): 63.07282666204349
9958.TW, RSI(talib): 69.51607980828877
2301.TW, RSI(talib): 74.34608836832837
2382.TW, RSI(talib): 83.61354312104662
2027.TW, RSI(talib): 61.660835538201454
2377.TW, RSI(talib): 65.03037283126163
2886.TW, RSI(talib): 64.62642374435129
3035.TW, RSI(talib): 91.2765552106166
2340.TW, RSI(talib): 63.48400931391578
2481.TW, RSI(talib): 61.509615322368106
2376.TW, RSI(talib): 73.406137334752
2329.TW, RSI(talib): 73.26639822899715
2368.TW, RSI(talib): 72.54020884948149
3017.TW, RSI(talib): 79.26725806203456
3645.TW, RSI(talib): 80.31771868687217
1722.TW, RSI(talib): 68.24080675427989
2812.TW, RSI(talib): 60.636617193265984
1609.TW, RSI(talib): 60.35673244059731
1217.TW, RSI(talib): 67.04182065621681
1477.TW, RSI(talib): 67.00097460571297
3231.TW, RSI(talib): 78.13692351490859
2383.TW, RSI(talib): 76.58235343525959
3704.TW, RSI(talib): 60.25478746603547
5258.TW, RSI(talib): 74.31928414144593
6239.TW, RSI(talib): 71.85230475700048
2388.TW, RSI(talib): 87.71530718091962
3661.TW, RSI(talib): 73.68593791875686
2345.TW, RSI(talib): 61.71013367670356
6005.TW, RSI(talib): 60.50948442296379
2436.TW, RSI(talib): 65.82253524725111
2379.TW, RSI(talib): 64.8502192210453
2449.TW, RSI(talib): 67.91357863133783
6257.TW, RSI(talib): 63.716366114386915
3443.TW, RSI(talib): 68.91375890174926
3706.TW, RSI(talib): 68.85170943374953
1210.TW, RSI(talib): 78.99529273148384
2059.TW, RSI(talib): 86.55795423702376
1476.TW, RSI(talib): 65.02433367634971
1104.TW, RSI(talib): 60.90325240389336
2425.TW, RSI(talib): 80.59898989688672
2458.TW, RSI(talib): 65.90919935956009
6669.TW, RSI(talib): 78.94511789926271
9941.TW, RSI(talib): 64.79488644588164
2360.TW, RSI(talib): 64.3036860826274
8996.TW, RSI(talib): 72.70031786334887
3013.TW, RSI(talib): 83.2355612722503
2233.TW, RSI(talib): 61.53552341498536
9910.TW, RSI(talib): 61.32272990265463
6120.TW, RSI(talib): 61.015148377902996
2395.TW, RSI(talib): 64.07434271772685
2486.TW, RSI(talib): 64.4368369858084
2421.TW, RSI(talib): 81.99272368868301
2419.TW, RSI(talib): 74.52315326982628
4746.TW, RSI(talib): 61.025157939570526
2420.TW, RSI(talib): 63.42931906696965
3515.TW, RSI(talib): 70.4830812231674
3024.TW, RSI(talib): 72.80517422023715
9105.TW, RSI(talib): 72.48705960135834
1519.TW, RSI(talib): 71.79615246112076
2441.TW, RSI(talib): 64.77294072207276
4763.TW, RSI(talib): 82.70502494218906
6442.TW, RSI(talib): 78.47699392195133
3305.TW, RSI(talib): 73.97460332265607
6592.TW, RSI(talib): 60.88811259763515
2495.TW, RSI(talib): 61.275401678163334
2355.TW, RSI(talib): 62.98594921611718
8210.TW, RSI(talib): 78.02236510708413
6139.TW, RSI(talib): 67.97249014891113
1618.TW, RSI(talib): 61.45290656260052
2851.TW, RSI(talib): 75.41727631918216
2539.TW, RSI(talib): 72.95139398050024
3051.TW, RSI(talib): 83.42310471266445
1229.TW, RSI(talib): 60.509675438691765
2399.TW, RSI(talib): 65.77032725559594
3338.TW, RSI(talib): 84.52705568423772
3715.TW, RSI(talib): 65.03132308576257
3032.TW, RSI(talib): 60.2833597674791
5234.TW, RSI(talib): 68.93718005782421
3583.TW, RSI(talib): 69.41206150268104
2461.TW, RSI(talib): 80.08188042117276
3014.TW, RSI(talib): 72.70442274140292
6214.TW, RSI(talib): 60.763682307445734
3055.TW, RSI(talib): 63.361823592949605
2369.TW, RSI(talib): 65.98920658353263
2855.TW, RSI(talib): 69.07401144185968
2316.TW, RSI(talib): 92.98988274657852
--------------
