9958.TW, RSI(talib): 62.79694158876779
2455.TW, RSI(talib): 71.45628589707997
2357.TW, RSI(talib): 60.37089772889435
2634.TW, RSI(talib): 64.15260419394504
2376.TW, RSI(talib): 61.287465323203186
4934.TW, RSI(talib): 60.913255421998755
2359.TW, RSI(talib): 63.711037541912354
2368.TW, RSI(talib): 62.86441883499718
3596.TW, RSI(talib): 61.09547676982103
3044.TW, RSI(talib): 60.16945601195819
1477.TW, RSI(talib): 63.17511274370051
6285.TW, RSI(talib): 68.41570761922443
2331.TW, RSI(talib): 78.59131969023672
2201.TW, RSI(talib): 65.2010199931026
1319.TW, RSI(talib): 73.34742647156452
3661.TW, RSI(talib): 70.43888117321166
2345.TW, RSI(talib): 64.19999818682625
2436.TW, RSI(talib): 77.4840742165986
6235.TW, RSI(talib): 62.26421292744199
3653.TW, RSI(talib): 67.9690443052337
2449.TW, RSI(talib): 67.42161008414348
4906.TW, RSI(talib): 63.98739474538364
2363.TW, RSI(talib): 82.34672040555853
3011.TW, RSI(talib): 79.71842085575561
8081.TW, RSI(talib): 60.751721027841896
5222.TW, RSI(talib): 68.0917529398792
1471.TW, RSI(talib): 71.50888615397564
2332.TW, RSI(talib): 67.06140107139748
3043.TW, RSI(talib): 89.08738009470709
6117.TW, RSI(talib): 70.98114971499159
2485.TW, RSI(talib): 73.91971519192921
5225.TW, RSI(talib): 65.21641636258386
1519.TW, RSI(talib): 71.13038464009756
4763.TW, RSI(talib): 63.76977329961435
3305.TW, RSI(talib): 60.12074854124181
4572.TW, RSI(talib): 62.18071488393211
2402.TW, RSI(talib): 69.28112835734996
6139.TW, RSI(talib): 62.46621087636359
6168.TW, RSI(talib): 68.59115946165134
2645.TW, RSI(talib): 68.70076151336649
5521.TW, RSI(talib): 64.67707549771896
3715.TW, RSI(talib): 86.15781619853233
9934.TW, RSI(talib): 62.1888759850291
8011.TW, RSI(talib): 63.269452289671044
3308.TW, RSI(talib): 69.84646820865143
2704.TW, RSI(talib): 66.76774067965266
2369.TW, RSI(talib): 61.45048022149587
9927.TW, RSI(talib): 62.30175495251674
2516.TW, RSI(talib): 66.2832227868509
2816.TW, RSI(talib): 85.33794463448537
--------------
