2409.TW, RSI(talib): 64.19917177180623
2892.TW, RSI(talib): 74.02544273917255
2356.TW, RSI(talib): 61.32975427279025
2891.TW, RSI(talib): 61.25333470025544
9958.TW, RSI(talib): 68.30802808532984
2301.TW, RSI(talib): 65.18163244877294
2882.TW, RSI(talib): 62.71833322008993
2382.TW, RSI(talib): 67.0947473150899
2881.TW, RSI(talib): 65.8376265207488
3481.TW, RSI(talib): 63.52627679564979
2455.TW, RSI(talib): 62.587368756166605
2357.TW, RSI(talib): 63.56588851745553
5880.TW, RSI(talib): 72.88322045638303
2886.TW, RSI(talib): 69.96844317036725
3035.TW, RSI(talib): 62.732603424816425
2340.TW, RSI(talib): 62.70043142317478
6531.TW, RSI(talib): 71.79498139354335
2329.TW, RSI(talib): 77.7335026262201
3017.TW, RSI(talib): 61.19001278319227
3645.TW, RSI(talib): 66.68890968498896
2401.TW, RSI(talib): 60.11823801222277
1722.TW, RSI(talib): 63.28593298319253
2913.TW, RSI(talib): 84.9061731763673
2344.TW, RSI(talib): 61.006016061358935
3044.TW, RSI(talib): 83.71674288642504
5388.TW, RSI(talib): 68.44597787252548
1217.TW, RSI(talib): 72.33017012966042
1477.TW, RSI(talib): 66.39757958958515
3231.TW, RSI(talib): 60.775737642577646
2383.TW, RSI(talib): 85.83804259069096
5258.TW, RSI(talib): 61.297828249755696
2031.TW, RSI(talib): 68.0944826328165
1313.TW, RSI(talib): 64.67893583582517
6005.TW, RSI(talib): 72.35050328657812
2888.TW, RSI(talib): 68.80834387502208
2379.TW, RSI(talib): 67.99784041265501
1808.TW, RSI(talib): 60.56407826460608
6191.TW, RSI(talib): 65.76354581804938
1210.TW, RSI(talib): 75.79995788726231
2059.TW, RSI(talib): 66.97382360488406
3011.TW, RSI(talib): 70.43994621109239
1476.TW, RSI(talib): 65.46766243608886
2425.TW, RSI(talib): 69.26563218249062
2458.TW, RSI(talib): 60.38778070619806
6412.TW, RSI(talib): 65.63636004409771
9910.TW, RSI(talib): 72.68642415498161
2421.TW, RSI(talib): 63.52555202195167
2419.TW, RSI(talib): 60.79982412835566
4989.TW, RSI(talib): 74.51820133943329
3591.TW, RSI(talib): 61.18113336576467
3029.TW, RSI(talib): 65.89862935544815
2420.TW, RSI(talib): 74.84250111429643
3024.TW, RSI(talib): 67.42670308506918
5225.TW, RSI(talib): 63.42916441211723
1519.TW, RSI(talib): 73.26830384322852
4763.TW, RSI(talib): 81.9324606761667
6442.TW, RSI(talib): 65.79135685238333
1532.TW, RSI(talib): 69.45992225731167
2530.TW, RSI(talib): 60.77611475400686
1905.TW, RSI(talib): 64.1287592338197
4572.TW, RSI(talib): 68.44659201819464
1707.TW, RSI(talib): 63.898766130084574
6139.TW, RSI(talib): 64.35764284766103
1618.TW, RSI(talib): 61.87424731517136
2851.TW, RSI(talib): 75.23432218890142
2539.TW, RSI(talib): 80.30415969514931
8110.TW, RSI(talib): 62.314239306596356
3056.TW, RSI(talib): 86.01581240249305
5203.TW, RSI(talib): 60.510737781120085
3338.TW, RSI(talib): 64.45146142696595
6753.TW, RSI(talib): 65.76603788464438
6830.TW, RSI(talib): 63.05717278459987
1108.TW, RSI(talib): 69.53427261571429
3092.TW, RSI(talib): 65.51249020596872
3583.TW, RSI(talib): 85.31708877032034
2461.TW, RSI(talib): 68.33528633673264
3014.TW, RSI(talib): 78.0437786161932
6214.TW, RSI(talib): 60.11295400091669
3055.TW, RSI(talib): 62.6770275375531
2369.TW, RSI(talib): 60.24612223078996
2855.TW, RSI(talib): 76.03442441131664
3518.TW, RSI(talib): 64.23798999677429
2316.TW, RSI(talib): 72.92878051296945
4766.TW, RSI(talib): 60.34442432687871
3257.TW, RSI(talib): 74.04854689799431
9927.TW, RSI(talib): 87.13392764022753
--------------
