2357.TW, RSI(talib): 60.779782028826816
2329.TW, RSI(talib): 70.38237377156729
1710.TW, RSI(talib): 61.36284537527848
2913.TW, RSI(talib): 87.13572276406335
3044.TW, RSI(talib): 66.37525043646967
1217.TW, RSI(talib): 69.25113561841107
2383.TW, RSI(talib): 78.25048363875626
9955.TW, RSI(talib): 70.01764637084025
2031.TW, RSI(talib): 74.7230165682605
1313.TW, RSI(talib): 64.00844039808995
2888.TW, RSI(talib): 62.61254210371402
2379.TW, RSI(talib): 71.25366315326305
8215.TW, RSI(talib): 60.496274184490005
1210.TW, RSI(talib): 75.16054696060681
1476.TW, RSI(talib): 60.8829835609629
4746.TW, RSI(talib): 61.810602629963576
3024.TW, RSI(talib): 66.66952813434314
5225.TW, RSI(talib): 62.8935130627037
4763.TW, RSI(talib): 61.52960059921008
1532.TW, RSI(talib): 68.51953637427174
2530.TW, RSI(talib): 63.11933751258273
4572.TW, RSI(talib): 62.076363592647766
2851.TW, RSI(talib): 63.35118598555296
2539.TW, RSI(talib): 72.14686035075087
1108.TW, RSI(talib): 73.06662721788548
1535.TW, RSI(talib): 60.65222180580066
1608.TW, RSI(talib): 63.39823746186137
3004.TW, RSI(talib): 60.16015389195404
3092.TW, RSI(talib): 61.30805564266407
1616.TW, RSI(talib): 69.21919997665601
3014.TW, RSI(talib): 60.65737353778161
1310.TW, RSI(talib): 60.31100641536447
2855.TW, RSI(talib): 68.00143434279133
2316.TW, RSI(talib): 65.89409156560873
9927.TW, RSI(talib): 94.73322312619261
2460.TW, RSI(talib): 62.26464360379049
--------------
