2356.TW, RSI(talib): 82.0726444442657
2353.TW, RSI(talib): 80.97683095145555
2408.TW, RSI(talib): 66.18267225837042
3533.TW, RSI(talib): 67.67918441004394
4960.TW, RSI(talib): 67.73283195955423
2634.TW, RSI(talib): 71.74170908081814
6176.TW, RSI(talib): 64.76114181397018
2376.TW, RSI(talib): 66.88068220688609
2329.TW, RSI(talib): 66.85889454365083
2338.TW, RSI(talib): 67.02027891391484
2476.TW, RSI(talib): 72.5739763712507
3017.TW, RSI(talib): 83.28709833928163
2208.TW, RSI(talib): 66.1882269006164
3023.TW, RSI(talib): 66.03467141597777
9907.TW, RSI(talib): 65.37201602013711
2442.TW, RSI(talib): 73.34506210183004
1477.TW, RSI(talib): 63.21787454588406
6285.TW, RSI(talib): 71.02518046504525
3231.TW, RSI(talib): 92.13833224661101
2504.TW, RSI(talib): 63.84215919906781
3661.TW, RSI(talib): 71.20252439050361
2474.TW, RSI(talib): 64.28472572943286
1762.TW, RSI(talib): 70.55267625321126
2308.TW, RSI(talib): 60.37699331602526
1589.TW, RSI(talib): 78.62334298537309
2457.TW, RSI(talib): 75.67649428468748
3653.TW, RSI(talib): 81.6399741007996
8478.TW, RSI(talib): 78.0547929328432
3034.TW, RSI(talib): 62.51756765899374
4104.TW, RSI(talib): 62.633365980009295
3443.TW, RSI(talib): 62.581002189799015
2731.TW, RSI(talib): 65.88580243468144
1104.TW, RSI(talib): 69.13962101930241
6515.TW, RSI(talib): 77.23031037900583
6288.TW, RSI(talib): 62.861897270296154
6669.TW, RSI(talib): 76.91524754969366
2482.TW, RSI(talib): 73.47298061372125
3015.TW, RSI(talib): 69.79663839571631
8033.TW, RSI(talib): 66.27931473092896
6412.TW, RSI(talib): 65.53702684404298
6196.TW, RSI(talib): 64.55912693595528
5222.TW, RSI(talib): 83.48708269964843
2385.TW, RSI(talib): 61.03201958412639
3038.TW, RSI(talib): 62.15387361608046
2421.TW, RSI(talib): 85.66183085495837
2392.TW, RSI(talib): 63.9005341988059
3005.TW, RSI(talib): 65.31825904591575
3022.TW, RSI(talib): 60.23637776285845
2302.TW, RSI(talib): 62.59223058596994
6197.TW, RSI(talib): 67.83365113730781
8222.TW, RSI(talib): 74.33272113145816
3380.TW, RSI(talib): 64.37588050402003
2485.TW, RSI(talib): 76.00267864152605
3346.TW, RSI(talib): 66.31334371830559
2231.TW, RSI(talib): 70.80238028220724
3046.TW, RSI(talib): 68.36430457572281
5225.TW, RSI(talib): 62.208262300467
2387.TW, RSI(talib): 80.39538644876642
2727.TW, RSI(talib): 63.35164522587654
1504.TW, RSI(talib): 75.43928567733262
1529.TW, RSI(talib): 62.42786890729069
6592.TW, RSI(talib): 63.31588466397673
4155.TW, RSI(talib): 70.01114844233808
2402.TW, RSI(talib): 83.47944050348057
8016.TW, RSI(talib): 65.64475257269758
1342.TW, RSI(talib): 67.21101020139028
5284.TW, RSI(talib): 67.95714800197521
5607.TW, RSI(talib): 67.83119153578821
6416.TW, RSI(talib): 78.88366587214406
6409.TW, RSI(talib): 62.39870004591745
2451.TW, RSI(talib): 67.56228014025835
6139.TW, RSI(talib): 63.88609757815231
4916.TW, RSI(talib): 70.30907590803288
1618.TW, RSI(talib): 72.00077616935863
2539.TW, RSI(talib): 67.77132847849691
1512.TW, RSI(talib): 69.63619444439134
6142.TW, RSI(talib): 67.45260327145414
1503.TW, RSI(talib): 63.75357172634879
2471.TW, RSI(talib): 73.25203473863839
2453.TW, RSI(talib): 75.12139354890238
3056.TW, RSI(talib): 88.04457204425586
4119.TW, RSI(talib): 62.31077375940497
3652.TW, RSI(talib): 63.823648300624804
5203.TW, RSI(talib): 75.68913067957219
5434.TW, RSI(talib): 61.07763635990111
6753.TW, RSI(talib): 68.36417810882602
--------------
2420.TW failed (inputs are all NaN).
