2301.TW, RSI(talib): 70.02665984730754
1513.TW, RSI(talib): 85.82641354112685
1605.TW, RSI(talib): 77.50343419852582
2634.TW, RSI(talib): 77.3872298770468
1795.TW, RSI(talib): 71.60070348847212
2834.TW, RSI(talib): 69.15896017480691
3209.TW, RSI(talib): 72.4928921308826
2404.TW, RSI(talib): 66.55157691562917
6285.TW, RSI(talib): 63.32554939583699
2702.TW, RSI(talib): 76.80120244907323
3704.TW, RSI(talib): 61.44104536051659
2201.TW, RSI(talib): 66.23951417338205
2498.TW, RSI(talib): 62.00618667915162
5258.TW, RSI(talib): 70.25256722722993
1514.TW, RSI(talib): 71.74505652952654
2474.TW, RSI(talib): 73.5845334625805
1762.TW, RSI(talib): 66.0343635239005
1589.TW, RSI(talib): 68.62660790031802
6282.TW, RSI(talib): 67.38753533004349
2457.TW, RSI(talib): 60.521712326641975
1808.TW, RSI(talib): 61.29976918110198
4104.TW, RSI(talib): 74.41820168022842
1802.TW, RSI(talib): 64.59513593236679
3443.TW, RSI(talib): 71.88866503612458
6515.TW, RSI(talib): 71.2172798517661
2482.TW, RSI(talib): 91.01507196801431
8996.TW, RSI(talib): 67.51413680570715
6605.TW, RSI(talib): 88.40649293585918
2723.TW, RSI(talib): 61.94638169137582
2707.TW, RSI(talib): 65.69950581091135
6414.TW, RSI(talib): 62.615877149860765
1432.TW, RSI(talib): 84.34481226755527
2392.TW, RSI(talib): 63.272498044663564
3005.TW, RSI(talib): 68.67916898905749
8105.TW, RSI(talib): 70.46414730564426
3022.TW, RSI(talib): 74.48829415858833
4977.TW, RSI(talib): 64.53461258630139
4536.TW, RSI(talib): 66.28346637201452
3454.TW, RSI(talib): 62.384398973819955
3591.TW, RSI(talib): 75.05030561591886
9939.TW, RSI(talib): 74.02381673584922
6581.TW, RSI(talib): 68.00151466628101
3029.TW, RSI(talib): 80.27633862892732
6197.TW, RSI(talib): 68.35391347566554
8222.TW, RSI(talib): 68.59869262708123
2231.TW, RSI(talib): 64.95897108606773
3046.TW, RSI(talib): 64.04189926032143
1519.TW, RSI(talib): 65.9139314655189
4763.TW, RSI(talib): 67.15844528193257
2727.TW, RSI(talib): 87.13318845339597
2748.TW, RSI(talib): 79.55005705550131
2753.TW, RSI(talib): 70.30106389527833
1529.TW, RSI(talib): 65.00612183070572
4155.TW, RSI(talib): 64.71530360888495
4572.TW, RSI(talib): 71.83867131935176
2402.TW, RSI(talib): 61.90631694981332
9942.TW, RSI(talib): 73.45320647102622
1342.TW, RSI(talib): 66.35704098795891
5284.TW, RSI(talib): 73.59118577695874
6416.TW, RSI(talib): 60.317017690529
4164.TW, RSI(talib): 81.70362294334426
1707.TW, RSI(talib): 62.84694297723643
4916.TW, RSI(talib): 69.71936525365746
2539.TW, RSI(talib): 82.28719407118327
1783.TW, RSI(talib): 62.68086934669195
6142.TW, RSI(talib): 77.42576580555377
1809.TW, RSI(talib): 63.537610103184306
1503.TW, RSI(talib): 85.48646988601284
2462.TW, RSI(talib): 74.41441679933575
--------------
1618.TW failed (inputs are all NaN).
