2301.TW, RSI(talib): 74.86679233506963
1513.TW, RSI(talib): 72.81571213661506
6116.TW, RSI(talib): 66.73125107594082
3711.TW, RSI(talib): 69.4540327580739
2634.TW, RSI(talib): 61.87493363946015
1506.TW, RSI(talib): 74.17161395334911
6176.TW, RSI(talib): 62.19176674788738
2834.TW, RSI(talib): 67.19423995670344
2897.TW, RSI(talib): 66.61576933871743
3017.TW, RSI(talib): 62.46901230963567
2208.TW, RSI(talib): 64.50521671120887
2913.TW, RSI(talib): 72.60514048149159
3209.TW, RSI(talib): 83.04583049643063
2404.TW, RSI(talib): 79.292867387781
2442.TW, RSI(talib): 70.40518256319092
3231.TW, RSI(talib): 67.00655480014419
2702.TW, RSI(talib): 69.17337949948708
5258.TW, RSI(talib): 72.72525370864213
2474.TW, RSI(talib): 60.06156850448999
1762.TW, RSI(talib): 78.66477866614679
6282.TW, RSI(talib): 62.10671726350165
2457.TW, RSI(talib): 69.9856380498423
8478.TW, RSI(talib): 62.36061243109099
4104.TW, RSI(talib): 74.38485124266933
3443.TW, RSI(talib): 66.49546947526092
2731.TW, RSI(talib): 60.24818165664594
2017.TW, RSI(talib): 68.9584611225838
6515.TW, RSI(talib): 72.21726871806047
6669.TW, RSI(talib): 63.58760922326594
2482.TW, RSI(talib): 67.03905311448004
8996.TW, RSI(talib): 60.661061790899595
3013.TW, RSI(talib): 71.92877275452629
3356.TW, RSI(talib): 65.77215902189216
6605.TW, RSI(talib): 85.89154081946997
8033.TW, RSI(talib): 67.97361176162069
6412.TW, RSI(talib): 84.12031643628431
2707.TW, RSI(talib): 68.70615848176325
2385.TW, RSI(talib): 75.59094975236668
1432.TW, RSI(talib): 64.7796208183475
1528.TW, RSI(talib): 77.13116129569634
6670.TW, RSI(talib): 77.88011479245621
3005.TW, RSI(talib): 91.06620002236332
8105.TW, RSI(talib): 73.46789889522408
4746.TW, RSI(talib): 65.63612530956479
2332.TW, RSI(talib): 80.28659123341696
4536.TW, RSI(talib): 80.9241622025995
3454.TW, RSI(talib): 75.50881891069233
3591.TW, RSI(talib): 72.41086320128481
9939.TW, RSI(talib): 73.07148347144638
3027.TW, RSI(talib): 66.51202515043336
6581.TW, RSI(talib): 67.733093503106
3029.TW, RSI(talib): 83.76183600837633
6197.TW, RSI(talib): 66.1413669359703
8222.TW, RSI(talib): 62.453175337926034
3380.TW, RSI(talib): 66.0619792673159
3346.TW, RSI(talib): 67.53567960053633
5225.TW, RSI(talib): 70.84188894830129
1519.TW, RSI(talib): 63.50792929521032
4763.TW, RSI(talib): 65.19824829820456
2727.TW, RSI(talib): 90.35715555308687
2748.TW, RSI(talib): 63.145158469226494
6592.TW, RSI(talib): 69.36656498977185
4155.TW, RSI(talib): 65.48455811443715
2402.TW, RSI(talib): 61.40821095644963
9942.TW, RSI(talib): 62.19776559939718
1342.TW, RSI(talib): 68.12093979735575
5284.TW, RSI(talib): 71.63407447557043
2495.TW, RSI(talib): 70.07449053160359
3419.TW, RSI(talib): 63.23571201036992
8210.TW, RSI(talib): 67.9640219700267
4164.TW, RSI(talib): 80.93584971434626
1707.TW, RSI(talib): 70.94622046164022
6139.TW, RSI(talib): 70.04739341672104
4916.TW, RSI(talib): 70.50543392139879
2903.TW, RSI(talib): 72.46017366095924
2539.TW, RSI(talib): 71.14593979524403
1783.TW, RSI(talib): 71.5320349746673
6142.TW, RSI(talib): 79.57567496171093
1503.TW, RSI(talib): 63.43006979580675
2462.TW, RSI(talib): 71.59398196146242
6691.TW, RSI(talib): 83.00486915684571
2739.TW, RSI(talib): 95.18076744419204
--------------
6541.TW failed (index 0 is out of bounds for axis 0 with size 0).
1514.TW failed ('NoneType' object has no attribute 'text').
3050.TW failed ('NoneType' object has no attribute 'text').
4583.TW failed (HTTPSConnectionPool(host='finance.yahoo.com', port=443): Read timed out. (read timeout=None)).
1512.TW failed (index 0 is out of bounds for axis 0 with size 0).
