2377.TW, Close: 173.00, RSI(talib): 62.11
2886.TW, Close: 38.60, RSI(talib): 61.89
3545.TW, Close: 85.20, RSI(talib): 61.33
6531.TW, Close: 411.00, RSI(talib): 65.34
2006.TW, Close: 67.80, RSI(talib): 68.32
2390.TW, Close: 15.70, RSI(talib): 65.29
2515.TW, Close: 11.60, RSI(talib): 65.46
1477.TW, Close: 389.50, RSI(talib): 70.68
3036.TW, Close: 149.50, RSI(talib): 81.08
5258.TW, Close: 144.00, RSI(talib): 72.91
2492.TW, Close: 123.50, RSI(talib): 76.30
1560.TW, Close: 169.50, RSI(talib): 74.10
3661.TW, Close: 3045.00, RSI(talib): 63.87
2345.TW, Close: 554.00, RSI(talib): 60.63
6191.TW, Close: 62.50, RSI(talib): 65.51
2105.TW, Close: 45.00, RSI(talib): 63.92
3702.TW, Close: 74.60, RSI(talib): 70.68
6669.TW, Close: 1805.00, RSI(talib): 62.73
9941.TW, Close: 185.00, RSI(talib): 64.99
6412.TW, Close: 134.50, RSI(talib): 75.78
2233.TW, Close: 141.00, RSI(talib): 60.89
2385.TW, Close: 142.00, RSI(talib): 77.89
6197.TW, Close: 89.40, RSI(talib): 74.00
4967.TW, Close: 92.30, RSI(talib): 81.13
2530.TW, Close: 28.25, RSI(talib): 60.21
8210.TW, Close: 225.00, RSI(talib): 60.12
9917.TW, Close: 118.00, RSI(talib): 61.67
6139.TW, Close: 129.00, RSI(talib): 65.61
2539.TW, Close: 45.25, RSI(talib): 76.08
5521.TW, Close: 9.38, RSI(talib): 84.70
2461.TW, Close: 23.60, RSI(talib): 64.09
2211.TW, Close: 72.20, RSI(talib): 67.89
2480.TW, Close: 118.50, RSI(talib): 61.15
4766.TW, Close: 220.00, RSI(talib): 63.41
2816.TW, Close: 38.00, RSI(talib): 67.04
2025.TW, Close: 7.89, RSI(talib): 61.59
3450.TW, Close: 58.60, RSI(talib): 62.71
2543.TW, Close: 20.50, RSI(talib): 69.66
--------------
9939.TW failed (HTTPSConnectionPool(host='finance.yahoo.com', port=443): Read timed out. (read timeout=None)).
