--------------
Fri Jun 28 21:11:03 2024 TW Stock List
--------------
2890.TW, Close: 25.40, RSI(talib): 66.41
2618.TW, Close: 38.15, RSI(talib): 67.83
1402.TW, Close: 35.25, RSI(talib): 60.13
2330.TW, Close: 966.00, RSI(talib): 66.86
2882.TW, Close: 59.00, RSI(talib): 61.29
2881.TW, Close: 79.30, RSI(talib): 66.99
2313.TW, Close: 81.40, RSI(talib): 68.19
2317.TW, Close: 214.00, RSI(talib): 69.74
2610.TW, Close: 23.70, RSI(talib): 68.28
3711.TW, Close: 168.50, RSI(talib): 60.89
2880.TW, Close: 26.40, RSI(talib): 65.76
2834.TW, Close: 18.20, RSI(talib): 68.72
2476.TW, Close: 110.50, RSI(talib): 66.88
6806.TW, Close: 158.00, RSI(talib): 72.52
9933.TW, Close: 53.00, RSI(talib): 62.64
2845.TW, Close: 16.60, RSI(talib): 70.45
4958.TW, Close: 129.50, RSI(talib): 61.92
2454.TW, Close: 1400.00, RSI(talib): 60.12
2406.TW, Close: 26.35, RSI(talib): 75.57
2542.TW, Close: 52.10, RSI(talib): 71.72
2383.TW, Close: 475.00, RSI(talib): 65.47
8028.TW, Close: 88.50, RSI(talib): 72.71    !
1560.TW, Close: 328.00, RSI(talib): 66.45
1514.TW, Close: 149.00, RSI(talib): 63.05
3050.TW, Close: 22.35, RSI(talib): 60.14
2906.TW, Close: 21.25, RSI(talib): 63.28
3712.TW, Close: 55.50, RSI(talib): 67.40
2327.TW, Close: 730.00, RSI(talib): 67.90
3062.TW, Close: 32.10, RSI(talib): 73.83
3653.TW, Close: 1200.00, RSI(talib): 69.88
2449.TW, Close: 119.00, RSI(talib): 83.43
8114.TW, Close: 174.50, RSI(talib): 82.63
6278.TW, Close: 120.00, RSI(talib): 60.97
3535.TW, Close: 43.70, RSI(talib): 67.56
1522.TW, Close: 71.60, RSI(talib): 63.70
1104.TW, Close: 35.65, RSI(talib): 69.64
6515.TW, Close: 1050.00, RSI(talib): 72.58
8464.TW, Close: 390.00, RSI(talib): 61.34
4770.TW, Close: 425.00, RSI(talib): 61.89
3406.TW, Close: 662.00, RSI(talib): 78.56   !
6196.TW, Close: 169.50, RSI(talib): 63.27
6164.TW, Close: 16.70, RSI(talib): 61.56
3167.TW, Close: 66.50, RSI(talib): 68.04
3047.TW, Close: 28.50, RSI(talib): 67.95
2486.TW, Close: 135.00, RSI(talib): 78.71
2392.TW, Close: 79.00, RSI(talib): 64.25
8105.TW, Close: 17.00, RSI(talib): 62.98
3686.TW, Close: 26.15, RSI(talib): 73.07
2439.TW, Close: 138.00, RSI(talib): 67.18
3029.TW, Close: 94.80, RSI(talib): 73.17    !
6197.TW, Close: 193.00, RSI(talib): 63.54
9105.TW, Close: 6.99, RSI(talib): 69.68
1519.TW, Close: 945.00, RSI(talib): 62.94
6442.TW, Close: 336.50, RSI(talib): 80.00
3305.TW, Close: 81.10, RSI(talib): 62.40
3312.TW, Close: 87.00, RSI(talib): 71.56
2495.TW, Close: 32.55, RSI(talib): 65.87    !
6416.TW, Close: 139.00, RSI(talib): 67.14
3010.TW, Close: 142.00, RSI(talib): 60.63
6409.TW, Close: 1925.00, RSI(talib): 61.46
1720.TW, Close: 74.20, RSI(talib): 68.67
1503.TW, Close: 296.50, RSI(talib): 60.54
2472.TW, Close: 86.50, RSI(talib): 60.79
6691.TW, Close: 441.00, RSI(talib): 66.81
2393.TW, Close: 76.40, RSI(talib): 61.78
4976.TW, Close: 49.55, RSI(talib): 62.96
3652.TW, Close: 48.15, RSI(talib): 75.62
5203.TW, Close: 107.00, RSI(talib): 60.73
6753.TW, Close: 165.00, RSI(talib): 73.81   !
4566.TW, Close: 97.50, RSI(talib): 62.67
6863.TW, Close: 239.50, RSI(talib): 62.47
6698.TW, Close: 42.65, RSI(talib): 60.65
2349.TW, Close: 11.35, RSI(talib): 73.38
4526.TW, Close: 31.50, RSI(talib): 68.27
4532.TW, Close: 30.50, RSI(talib): 61.16
6451.TW, Close: 276.00, RSI(talib): 73.33
1540.TW, Close: 22.10, RSI(talib): 67.15
2316.TW, Close: 56.00, RSI(talib): 64.93
6757.TW, Close: 59.00, RSI(talib): 80.79
3021.TW, Close: 26.20, RSI(talib): 63.30
3450.TW, Close: 123.50, RSI(talib): 74.07
1463.TW, Close: 22.10, RSI(talib): 75.12    !
2467.TW, Close: 155.00, RSI(talib): 62.67
4956.TW, Close: 28.10, RSI(talib): 75.20
6869.TW, Close: 231.00, RSI(talib): 84.15
6449.TW, Close: 162.50, RSI(talib): 64.19
2540.TW, Close: 187.00, RSI(talib): 60.13
6446.TW, Close: 560.00, RSI(talib): 81.65
3048.TW, Close: 40.20, RSI(talib): 62.55
1786.TW, Close: 133.00, RSI(talib): 70.84
6706.TW, Close: 109.00, RSI(talib): 76.93
6152.TW, Close: 16.75, RSI(talib): 87.07    !
--------------
3380.TW failed ('NoneType' object has no attribute 'text').
2511.TW failed ('NoneType' object has no attribute 'text').
