--------------
Fri May 17 20:36:33 2024 TW Stock List
--------------
2883.TW, Close: 14.40, RSI(talib): 63.63
2890.TW, Close: 23.15, RSI(talib): 61.60
2618.TW, Close: 37.40, RSI(talib): 60.46
2891.TW, Close: 38.10, RSI(talib): 70.31    !
2885.TW, Close: 32.65, RSI(talib): 66.74
2606.TW, Close: 57.80, RSI(talib): 63.99
2347.TW, Close: 85.10, RSI(talib): 68.64
2330.TW, Close: 835.00, RSI(talib): 66.09
2882.TW, Close: 56.40, RSI(talib): 74.97
2603.TW, Close: 210.50, RSI(talib): 69.39
2881.TW, Close: 74.60, RSI(talib): 73.20
2317.TW, Close: 170.00, RSI(talib): 68.69
3533.TW, Close: 1590.00, RSI(talib): 66.29
2637.TW, Close: 70.80, RSI(talib): 67.27
2357.TW, Close: 516.00, RSI(talib): 74.15
2880.TW, Close: 26.00, RSI(talib): 72.74
2834.TW, Close: 17.15, RSI(talib): 63.42
2374.TW, Close: 57.60, RSI(talib): 81.27    !
3059.TW, Close: 41.85, RSI(talib): 71.67
2359.TW, Close: 132.00, RSI(talib): 67.34
4938.TW, Close: 103.50, RSI(talib): 62.23
2476.TW, Close: 93.20, RSI(talib): 77.71    !
2605.TW, Close: 28.70, RSI(talib): 68.66
2609.TW, Close: 71.00, RSI(talib): 91.00
2809.TW, Close: 63.30, RSI(talib): 64.65    !
2545.TW, Close: 60.60, RSI(talib): 60.41
2845.TW, Close: 15.65, RSI(talib): 68.43
9904.TW, Close: 37.60, RSI(talib): 71.93
2454.TW, Close: 1165.00, RSI(talib): 68.19
2611.TW, Close: 31.20, RSI(talib): 73.65
2613.TW, Close: 28.95, RSI(talib): 81.37
2474.TW, Close: 220.00, RSI(talib): 69.70
6005.TW, Close: 26.45, RSI(talib): 66.43
2367.TW, Close: 38.40, RSI(talib): 78.52    !
8114.TW, Close: 125.00, RSI(talib): 67.21
6278.TW, Close: 120.00, RSI(talib): 60.40
6257.TW, Close: 78.00, RSI(talib): 70.07
2105.TW, Close: 53.40, RSI(talib): 69.84    !
2731.TW, Close: 164.00, RSI(talib): 76.26
