--------------
Fri May 31 00:35:11 2024 TW Stock List
--------------
2353.TW, Close: 52.50, RSI(talib): 61.07
9958.TW, Close: 285.50, RSI(talib): 67.21
2347.TW, Close: 85.40, RSI(talib): 63.23
2330.TW, Close: 838.00, RSI(talib): 62.87
2882.TW, Close: 55.60, RSI(talib): 60.01
2603.TW, Close: 218.50, RSI(talib): 64.40
2317.TW, Close: 176.50, RSI(talib): 65.34
3042.TW, Close: 113.00, RSI(talib): 62.05
3533.TW, Close: 1625.00, RSI(talib): 62.76
2637.TW, Close: 76.60, RSI(talib): 64.96
3711.TW, Close: 158.50, RSI(talib): 64.26
2357.TW, Close: 515.00, RSI(talib): 63.91
2303.TW, Close: 55.80, RSI(talib): 65.37
4960.TW, Close: 15.05, RSI(talib): 61.71
2417.TW, Close: 44.70, RSI(talib): 68.22
2867.TW, Close: 7.09, RSI(talib): 74.16
2376.TW, Close: 329.00, RSI(talib): 60.18
2374.TW, Close: 59.20, RSI(talib): 72.42
3059.TW, Close: 41.60, RSI(talib): 61.06
2359.TW, Close: 175.50, RSI(talib): 79.62
2476.TW, Close: 93.80, RSI(talib): 75.43
3017.TW, Close: 781.00, RSI(talib): 76.87
2605.TW, Close: 33.15, RSI(talib): 73.45
2609.TW, Close: 78.30, RSI(talib): 75.85
2615.TW, Close: 87.50, RSI(talib): 83.30
2617.TW, Close: 37.70, RSI(talib): 63.13
8163.TW, Close: 67.40, RSI(talib): 60.37
2845.TW, Close: 15.75, RSI(talib): 60.26
2454.TW, Close: 1290.00, RSI(talib): 69.75
4915.TW, Close: 99.30, RSI(talib): 60.42
2442.TW, Close: 32.80, RSI(talib): 62.58
6285.TW, Close: 159.50, RSI(talib): 66.97
2024.TW, Close: 23.35, RSI(talib): 61.17
6239.TW, Close: 186.50, RSI(talib): 69.14
1560.TW, Close: 295.50, RSI(talib): 68.55
2611.TW, Close: 31.25, RSI(talib): 67.97
2613.TW, Close: 40.85, RSI(talib): 82.99
3669.TW, Close: 54.50, RSI(talib): 71.61
1453.TW, Close: 28.00, RSI(talib): 62.84
3712.TW, Close: 49.00, RSI(talib): 70.67
2327.TW, Close: 657.00, RSI(talib): 64.24
3653.TW, Close: 1050.00, RSI(talib): 70.73
2379.TW, Close: 570.00, RSI(talib): 60.44
2367.TW, Close: 35.50, RSI(talib): 64.32
8114.TW, Close: 131.50, RSI(talib): 72.94
6257.TW, Close: 79.90, RSI(talib): 65.21
2105.TW, Close: 57.70, RSI(talib): 62.83
3535.TW, Close: 29.30, RSI(talib): 62.34
1522.TW, Close: 64.50, RSI(talib): 62.54
6591.TW, Close: 64.10, RSI(talib): 75.61
2489.TW, Close: 21.30, RSI(talib): 85.65
8070.TW, Close: 54.80, RSI(talib): 62.36
2458.TW, Close: 167.00, RSI(talib): 64.32
6515.TW, Close: 886.00, RSI(talib): 61.65
8081.TW, Close: 311.00, RSI(talib): 65.98
2538.TW, Close: 19.05, RSI(talib): 74.35
2101.TW, Close: 57.40, RSI(talib): 60.99
3015.TW, Close: 63.00, RSI(talib): 60.07
8996.TW, Close: 501.00, RSI(talib): 71.55
2405.TW, Close: 21.30, RSI(talib): 79.79
3013.TW, Close: 87.30, RSI(talib): 69.73
3356.TW, Close: 67.70, RSI(talib): 72.23
3406.TW, Close: 538.00, RSI(talib): 63.53
6164.TW, Close: 15.35, RSI(talib): 61.52
3607.TW, Close: 18.10, RSI(talib): 70.77
3047.TW, Close: 24.30, RSI(talib): 84.32
6206.TW, Close: 95.80, RSI(talib): 78.72
2486.TW, Close: 97.10, RSI(talib): 71.51
2392.TW, Close: 72.50, RSI(talib): 86.92
3686.TW, Close: 20.40, RSI(talib): 64.63
6117.TW, Close: 130.50, RSI(talib): 81.91
1447.TW, Close: 9.44, RSI(talib): 66.92
6197.TW, Close: 155.00, RSI(talib): 61.03
3024.TW, Close: 21.25, RSI(talib): 62.94
9105.TW, Close: 4.04, RSI(talib): 69.05
4967.TW, Close: 121.50, RSI(talib): 75.98
5522.TW, Close: 84.50, RSI(talib): 63.76
4720.TW, Close: 18.70, RSI(talib): 62.48
1532.TW, Close: 50.50, RSI(talib): 60.73
3030.TW, Close: 176.50, RSI(talib): 81.87
6768.TW, Close: 94.60, RSI(talib): 64.94
3312.TW, Close: 71.60, RSI(talib): 81.66
2495.TW, Close: 29.20, RSI(talib): 86.28
6416.TW, Close: 127.00, RSI(talib): 61.39
8210.TW, Close: 315.50, RSI(talib): 67.57
6409.TW, Close: 1695.00, RSI(talib): 60.32
2451.TW, Close: 114.50, RSI(talib): 77.80
2464.TW, Close: 63.90, RSI(talib): 72.63
6715.TW, Close: 169.00, RSI(talib): 60.03
3705.TW, Close: 54.50, RSI(talib): 68.66
2393.TW, Close: 72.40, RSI(talib): 72.33
4976.TW, Close: 46.15, RSI(talib): 61.75
8110.TW, Close: 19.40, RSI(talib): 60.06
2453.TW, Close: 67.90, RSI(talib): 76.30
3652.TW, Close: 34.20, RSI(talib): 78.05
3338.TW, Close: 92.00, RSI(talib): 73.26
5434.TW, Close: 268.00, RSI(talib): 60.43
5469.TW, Close: 58.50, RSI(talib): 61.71
6863.TW, Close: 236.00, RSI(talib): 81.44
5234.TW, Close: 176.00, RSI(talib): 67.87
3014.TW, Close: 179.00, RSI(talib): 63.21
6698.TW, Close: 36.00, RSI(talib): 68.20
6215.TW, Close: 55.70, RSI(talib): 70.01
3055.TW, Close: 95.50, RSI(talib): 70.90
6166.TW, Close: 78.90, RSI(talib): 72.56
4526.TW, Close: 23.30, RSI(talib): 65.14
3090.TW, Close: 68.40, RSI(talib): 70.58
1540.TW, Close: 21.05, RSI(talib): 65.87
2905.TW, Close: 17.35, RSI(talib): 77.32
2852.TW, Close: 24.75, RSI(talib): 60.11
3450.TW, Close: 94.00, RSI(talib): 79.67
2543.TW, Close: nan, RSI(talib): 64.95
3694.TW, Close: 52.50, RSI(talib): 65.95
2365.TW, Close: 37.30, RSI(talib): 90.16
1463.TW, Close: 20.40, RSI(talib): 70.49
6526.TW, Close: 726.00, RSI(talib): 64.97
6216.TW, Close: 39.80, RSI(talib): 61.95
4956.TW, Close: 21.50, RSI(talib): 62.58
2362.TW, Close: 60.10, RSI(talib): 70.64
3605.TW, Close: 50.80, RSI(talib): 71.21
1587.TW, Close: 68.70, RSI(talib): 61.12
3060.TW, Close: 32.95, RSI(talib): 70.14
6449.TW, Close: 121.00, RSI(talib): 61.37
1725.TW, Close: 54.90, RSI(talib): 66.68
2514.TW, Close: 23.00, RSI(talib): 73.34
--------------
