2356.TW, RSI(talib): 62.66483970580109
2891.TW, RSI(talib): 69.67192982744005
2353.TW, RSI(talib): 61.67000535543933
2885.TW, RSI(talib): 72.7626848600828
2330.TW, RSI(talib): 62.696314383183115
2882.TW, RSI(talib): 62.99742539230289
2881.TW, RSI(talib): 67.5096180731657
2408.TW, RSI(talib): 60.9324465189483
3481.TW, RSI(talib): 65.82334881296474
2027.TW, RSI(talib): 69.11618945730254
2455.TW, RSI(talib): 72.0745969125451
3042.TW, RSI(talib): 75.25184952398403
6116.TW, RSI(talib): 66.20145215793669
2377.TW, RSI(talib): 76.88823144769988
3711.TW, RSI(talib): 80.12894319588335
2357.TW, RSI(talib): 67.68443211670416
2887.TW, RSI(talib): 69.78081694018631
2886.TW, RSI(talib): 69.44792456294432
1734.TW, RSI(talib): 73.07499189053063
3714.TW, RSI(talib): 65.86000136432642
2323.TW, RSI(talib): 91.25702412275267
6176.TW, RSI(talib): 65.19898647204447
6531.TW, RSI(talib): 60.646304834425116
2376.TW, RSI(talib): 83.89240184991569
2329.TW, RSI(talib): 71.96978822400818
3037.TW, RSI(talib): 60.27819147699367
4938.TW, RSI(talib): 80.60507264612613
2368.TW, RSI(talib): 72.58270540075057
3017.TW, RSI(talib): 64.50822138334338
6806.TW, RSI(talib): 61.39080591223615
2545.TW, RSI(talib): 61.725178163736174
1710.TW, RSI(talib): 67.45524358497255
3209.TW, RSI(talib): 60.333250435043176
2838.TW, RSI(talib): 65.4888473741765
2371.TW, RSI(talib): 66.91923104312333
2344.TW, RSI(talib): 71.09774744531485
2454.TW, RSI(talib): 65.27702266305592
2515.TW, RSI(talib): 69.32613077417248
1609.TW, RSI(talib): 74.27115316375014
2442.TW, RSI(talib): 60.15692166229216
5243.TW, RSI(talib): 72.9323679050351
3231.TW, RSI(talib): 80.800082788732
2702.TW, RSI(talib): 62.38061155015999
2201.TW, RSI(talib): 63.43719441168982
8150.TW, RSI(talib): 69.70762253480247
6239.TW, RSI(talib): 67.28636197943753
