2353.TW, RSI(talib): 61.69422948541431
2885.TW, RSI(talib): 73.20921908353368
2347.TW, RSI(talib): 72.20015899686614
1303.TW, RSI(talib): 71.72269891218755
2881.TW, RSI(talib): 73.90865927398585
2408.TW, RSI(talib): 65.05321578533088
2377.TW, RSI(talib): 75.22381016198126
3711.TW, RSI(talib): 60.19188590972996
2357.TW, RSI(talib): 71.99809669042587
2887.TW, RSI(talib): 81.4249751911149
2634.TW, RSI(talib): 61.386153275196634
1795.TW, RSI(talib): 67.69311575142696
6176.TW, RSI(talib): 74.15314233846148
6531.TW, RSI(talib): 61.76817713287824
2834.TW, RSI(talib): 64.08960785930473
2376.TW, RSI(talib): 74.26684339629578
3037.TW, RSI(talib): 62.73759356276191
4938.TW, RSI(talib): 71.31426669266287
3017.TW, RSI(talib): 66.95479496879535
8163.TW, RSI(talib): 72.26628937115521
1710.TW, RSI(talib): 64.5036251931432
2371.TW, RSI(talib): 67.22190339230123
3044.TW, RSI(talib): 62.897051045352036
1609.TW, RSI(talib): 62.08858814817485
2442.TW, RSI(talib): 60.77991466330182
1217.TW, RSI(talib): 62.78533466112094
3231.TW, RSI(talib): 72.56914068130847
2702.TW, RSI(talib): 82.46933666669007
3704.TW, RSI(talib): 63.64323759956251
2201.TW, RSI(talib): 63.800673821713886
1731.TW, RSI(talib): 66.4660478907487
1514.TW, RSI(talib): 60.84691605285523
5706.TW, RSI(talib): 88.29101843176458
3661.TW, RSI(talib): 65.80688704278055
6235.TW, RSI(talib): 72.09988414892831
6282.TW, RSI(talib): 61.62115514055485
2457.TW, RSI(talib): 60.60055887795278
3653.TW, RSI(talib): 73.79172146477617
1808.TW, RSI(talib): 65.92390852570254
6191.TW, RSI(talib): 75.73157871372834
6278.TW, RSI(talib): 61.140962899975904
2352.TW, RSI(talib): 74.54573699909616
3443.TW, RSI(talib): 63.26751024948749
1210.TW, RSI(talib): 63.214445028870244
2731.TW, RSI(talib): 61.179778372985304
8081.TW, RSI(talib): 62.2975556865213
1907.TW, RSI(talib): 73.01105591504412
2206.TW, RSI(talib): 81.28632866630477
6288.TW, RSI(talib): 63.76924435615203
8464.TW, RSI(talib): 60.52077197673674
8112.TW, RSI(talib): 69.09358035301786
9941.TW, RSI(talib): 65.86555853934026
2204.TW, RSI(talib): 73.99320445847995
8996.TW, RSI(talib): 67.41318754354535
3701.TW, RSI(talib): 64.7813174157025
2328.TW, RSI(talib): 61.53261130294686
2723.TW, RSI(talib): 60.9368639897948
2707.TW, RSI(talib): 61.58678613257188
3008.TW, RSI(talib): 63.16392750470058
6414.TW, RSI(talib): 71.86517102036954
2385.TW, RSI(talib): 77.84011407358759
1432.TW, RSI(talib): 73.4245979611915
1528.TW, RSI(talib): 63.69783983887297
6120.TW, RSI(talib): 61.22823378703342
3038.TW, RSI(talib): 69.09902455243
2395.TW, RSI(talib): 61.252857200956946
2486.TW, RSI(talib): 60.56306222634205
2421.TW, RSI(talib): 77.18384917324906
3022.TW, RSI(talib): 64.0649493144888
4746.TW, RSI(talib): 60.185790026217425
2332.TW, RSI(talib): 67.0509902255174
8926.TW, RSI(talib): 65.34103554406171
3591.TW, RSI(talib): 62.47814559232779
9939.TW, RSI(talib): 65.26341083202743
6197.TW, RSI(talib): 69.45964027372176
8222.TW, RSI(talib): 65.07737548080172
3346.TW, RSI(talib): 64.76351729314189
3046.TW, RSI(talib): 61.111122053580324
5225.TW, RSI(talib): 74.31708532192246
3025.TW, RSI(talib): 65.35322147872512
1337.TW, RSI(talib): 67.95430096910053
1519.TW, RSI(talib): 79.31332985490401
4763.TW, RSI(talib): 63.865191263132374
1504.TW, RSI(talib): 72.66495175440637
2748.TW, RSI(talib): 72.19635399617171
2530.TW, RSI(talib): 64.20840885401249
1905.TW, RSI(talib): 68.40921667283656
1612.TW, RSI(talib): 63.57885769881314
4155.TW, RSI(talib): 65.2527952347797
9942.TW, RSI(talib): 72.8691318377702
3312.TW, RSI(talib): 60.289648438200715
5284.TW, RSI(talib): 72.43580392962274
3419.TW, RSI(talib): 64.00894254668528
8210.TW, RSI(talib): 63.32411977115805
2451.TW, RSI(talib): 64.49776014560126
9917.TW, RSI(talib): 68.7233488079156
6139.TW, RSI(talib): 83.57522759921535
2903.TW, RSI(talib): 76.53923101034188
3705.TW, RSI(talib): 67.29656787770791
1809.TW, RSI(talib): 65.15101696431593
1503.TW, RSI(talib): 77.32641938628922
2022.TW, RSI(talib): 60.412590353936736
2393.TW, RSI(talib): 77.88106256865284
3094.TW, RSI(talib): 61.35875755152496
2739.TW, RSI(talib): 76.27132742287588
2427.TW, RSI(talib): 81.06948068654883
1229.TW, RSI(talib): 62.40539335764702
6243.TW, RSI(talib): 63.72429105051209
2399.TW, RSI(talib): 82.42175144620177
2645.TW, RSI(talib): 61.39453871738778
2207.TW, RSI(talib): 76.95388664732785
3715.TW, RSI(talib): 63.958675643407126
6112.TW, RSI(talib): 76.12398045724854
3032.TW, RSI(talib): 70.7738676323651
5469.TW, RSI(talib): 72.90955941308248
3617.TW, RSI(talib): 88.64568631503204
3058.TW, RSI(talib): 68.92027043600595
1608.TW, RSI(talib): 70.97732211888099
5234.TW, RSI(talib): 65.70788908937472
3583.TW, RSI(talib): 65.77196160010985
3014.TW, RSI(talib): 81.39970007453493
6214.TW, RSI(talib): 77.75923135143752
5531.TW, RSI(talib): 79.35117376915595
4581.TW, RSI(talib): 65.34204006807137
6698.TW, RSI(talib): 61.671489914032776
2630.TW, RSI(talib): 78.00477273698631
--------------
