2356.TW, RSI(talib): 60.62228139695803
2891.TW, RSI(talib): 65.57866129892295
2353.TW, RSI(talib): 64.61707296847517
2885.TW, RSI(talib): 72.8450182639809
2301.TW, RSI(talib): 77.3263571742015
2330.TW, RSI(talib): 66.21163552624562
2027.TW, RSI(talib): 63.79050803371465
2455.TW, RSI(talib): 74.74806650242294
3042.TW, RSI(talib): 72.42749430135089
2377.TW, RSI(talib): 68.27497670496395
3711.TW, RSI(talib): 77.32843127242191
2357.TW, RSI(talib): 75.8483882880564
2887.TW, RSI(talib): 73.48603877763136
2303.TW, RSI(talib): 62.949075004030874
2886.TW, RSI(talib): 78.15228207949224
1734.TW, RSI(talib): 70.92665391334376
2323.TW, RSI(talib): 82.51242211621688
6176.TW, RSI(talib): 76.111375180767
2376.TW, RSI(talib): 85.96745965820044
2329.TW, RSI(talib): 77.45815690344216
4938.TW, RSI(talib): 70.76932737330773
2368.TW, RSI(talib): 69.49118513863313
3017.TW, RSI(talib): 60.88808464416228
3596.TW, RSI(talib): 65.78597287245263
4968.TW, RSI(talib): 63.65491155154348
8163.TW, RSI(talib): 60.239207759043644
1710.TW, RSI(talib): 64.2398348714094
2838.TW, RSI(talib): 61.7422968107292
2371.TW, RSI(talib): 66.37053927187029
2344.TW, RSI(talib): 63.49523389621686
2515.TW, RSI(talib): 62.645832949596155
2404.TW, RSI(talib): 61.13960278224306
1609.TW, RSI(talib): 70.04263933703456
5243.TW, RSI(talib): 60.15100730178264
3231.TW, RSI(talib): 70.14610933118809
2383.TW, RSI(talib): 80.48282900790993
3592.TW, RSI(talib): 63.83465324158393
8150.TW, RSI(talib): 60.06605753859999
6239.TW, RSI(talib): 64.55960089970597
1731.TW, RSI(talib): 70.18905339725632
4927.TW, RSI(talib): 63.47750135475564
5706.TW, RSI(talib): 66.6651151226825
2474.TW, RSI(talib): 61.05626314279434
2345.TW, RSI(talib): 61.67689662632901
2308.TW, RSI(talib): 69.5933287100201
2436.TW, RSI(talib): 77.60054182347051
6235.TW, RSI(talib): 75.08518244282725
6282.TW, RSI(talib): 60.60393920887937
3653.TW, RSI(talib): 69.42682033265312
2379.TW, RSI(talib): 63.908231982341455
3034.TW, RSI(talib): 64.01501620384579
2449.TW, RSI(talib): 71.55438122777433
6191.TW, RSI(talib): 71.74728644521227
6278.TW, RSI(talib): 60.80130522676783
2352.TW, RSI(talib): 88.89946905286956
3443.TW, RSI(talib): 62.33077944169173
8215.TW, RSI(talib): 65.5663666747586
1522.TW, RSI(talib): 64.43919374494878
6591.TW, RSI(talib): 62.64016187012681
8070.TW, RSI(talib): 62.709872733247664
1104.TW, RSI(talib): 76.89337659741227
8213.TW, RSI(talib): 71.02312315626646
2425.TW, RSI(talib): 83.36948755831509
6515.TW, RSI(talib): 61.520773265205186
8081.TW, RSI(talib): 61.364415191320646
1907.TW, RSI(talib): 68.47810707484166
2206.TW, RSI(talib): 74.64820374205948
6288.TW, RSI(talib): 73.54960107761273
8112.TW, RSI(talib): 85.02047114608426
9941.TW, RSI(talib): 60.8720039617623
2360.TW, RSI(talib): 67.1491828078325
2520.TW, RSI(talib): 64.83700148458483
2204.TW, RSI(talib): 67.01065945211752
8996.TW, RSI(talib): 67.28193210956489
3013.TW, RSI(talib): 62.087696009956794
6605.TW, RSI(talib): 70.45748209121433
6196.TW, RSI(talib): 78.63929169391083
4961.TW, RSI(talib): 60.93500209505899
1432.TW, RSI(talib): 71.37327591869787
2486.TW, RSI(talib): 86.53286483192849
2421.TW, RSI(talib): 62.42967574987078
3005.TW, RSI(talib): 61.76576731865177
8926.TW, RSI(talib): 68.70652508455635
3027.TW, RSI(talib): 70.10353808179876
2439.TW, RSI(talib): 78.39973247390716
3515.TW, RSI(talib): 93.02761298977012
3024.TW, RSI(talib): 61.40852808557674
3346.TW, RSI(talib): 69.55181716823748
3046.TW, RSI(talib): 65.24769627253676
1337.TW, RSI(talib): 62.282171448748635
1519.TW, RSI(talib): 63.046580893208585
1532.TW, RSI(talib): 62.77045540903609
2530.TW, RSI(talib): 69.12421752450047
6592.TW, RSI(talib): 61.03977906849269
1612.TW, RSI(talib): 61.010177772503184
3033.TW, RSI(talib): 86.68909477813355
3312.TW, RSI(talib): 62.63154551711495
8210.TW, RSI(talib): 63.31558505277647
2451.TW, RSI(talib): 60.08966416309911
2539.TW, RSI(talib): 89.09083008681044
1503.TW, RSI(talib): 63.686606879558525
2462.TW, RSI(talib): 62.15341457995544
6691.TW, RSI(talib): 66.37699469718552
2393.TW, RSI(talib): 64.36164131078151
1229.TW, RSI(talib): 61.822657830128044
6243.TW, RSI(talib): 70.87712765242229
2399.TW, RSI(talib): 69.8445080773757
3652.TW, RSI(talib): 65.03793363936506
6830.TW, RSI(talib): 79.95086524428201
3032.TW, RSI(talib): 60.87864784702205
3617.TW, RSI(talib): 74.71054112289244
3058.TW, RSI(talib): 60.35468155093909
1608.TW, RSI(talib): 61.79644360278911
3583.TW, RSI(talib): 85.88724131073161
3014.TW, RSI(talib): 72.55152982674285
3308.TW, RSI(talib): 71.74807155058603
2630.TW, RSI(talib): 78.74515557769344
1525.TW, RSI(talib): 75.01019238954751
8271.TW, RSI(talib): 71.48361214917817
2349.TW, RSI(talib): 60.17197858988682
6215.TW, RSI(talib): 60.5331411411432
2705.TW, RSI(talib): 64.11113329914153
2211.TW, RSI(talib): 64.81404658728229
--------------
1568.TW failed (inputs are all NaN).
