2353.TW, RSI(talib): 72.42029262432158
2606.TW, RSI(talib): 60.47055140283019
1303.TW, RSI(talib): 63.22521215820572
2408.TW, RSI(talib): 63.509629992954245
1513.TW, RSI(talib): 61.09743363295584
3533.TW, RSI(talib): 62.285928069099306
2377.TW, RSI(talib): 64.61419850905848
2634.TW, RSI(talib): 84.58298220447466
6176.TW, RSI(talib): 64.0395496797984
2834.TW, RSI(talib): 62.12855251774351
2897.TW, RSI(talib): 70.37009416405724
2376.TW, RSI(talib): 61.03120722151677
3017.TW, RSI(talib): 71.733449699557
2208.TW, RSI(talib): 71.08499563953421
3209.TW, RSI(talib): 63.09835442901519
3023.TW, RSI(talib): 62.35466827547215
9907.TW, RSI(talib): 80.1946431762033
2442.TW, RSI(talib): 71.34219081548055
6285.TW, RSI(talib): 62.30822514688297
3231.TW, RSI(talib): 72.69526333461194
5258.TW, RSI(talib): 60.20381403483941
1514.TW, RSI(talib): 82.13586606546276
3661.TW, RSI(talib): 66.6812902969958
1762.TW, RSI(talib): 76.64702927971753
2308.TW, RSI(talib): 68.50607260455878
1589.TW, RSI(talib): 69.77824393074434
3712.TW, RSI(talib): 61.5892583390056
6235.TW, RSI(talib): 82.7210679479774
2457.TW, RSI(talib): 84.86884466092862
3653.TW, RSI(talib): 67.12423482724051
8478.TW, RSI(talib): 69.60060823585505
3034.TW, RSI(talib): 65.38288752761852
1808.TW, RSI(talib): 67.09318714196564
6191.TW, RSI(talib): 66.01894144368032
4104.TW, RSI(talib): 69.53871222057288
8215.TW, RSI(talib): 65.0888832813281
2731.TW, RSI(talib): 82.87212479944552
1476.TW, RSI(talib): 60.3595754479642
1104.TW, RSI(talib): 66.2052597920989
8081.TW, RSI(talib): 65.46224652051619
1907.TW, RSI(talib): 66.97647729674226
2206.TW, RSI(talib): 77.74985141608312
6288.TW, RSI(talib): 63.22218491001681
6669.TW, RSI(talib): 68.62883246543026
2482.TW, RSI(talib): 73.87376752938685
3015.TW, RSI(talib): 85.38906556621316
2204.TW, RSI(talib): 69.50123166043753
8996.TW, RSI(talib): 60.273794951646096
6605.TW, RSI(talib): 65.99974266398759
8033.TW, RSI(talib): 73.33907361541038
2707.TW, RSI(talib): 63.259367905079564
5222.TW, RSI(talib): 68.44750656682812
4961.TW, RSI(talib): 63.83952110707336
2385.TW, RSI(talib): 69.43251162667237
3038.TW, RSI(talib): 77.31039513993181
2421.TW, RSI(talib): 68.16908400904872
2392.TW, RSI(talib): 67.60779786044534
4746.TW, RSI(talib): 74.06666649790395
3591.TW, RSI(talib): 70.11830677302352
9939.TW, RSI(talib): 62.6447261909454
2439.TW, RSI(talib): 68.61422234832766
6197.TW, RSI(talib): 76.39139169308564
8222.TW, RSI(talib): 78.6969149438026
3380.TW, RSI(talib): 72.24102532071761
6438.TW, RSI(talib): 65.10914493781273
2485.TW, RSI(talib): 65.92045480355601
2231.TW, RSI(talib): 62.64618383194357
3046.TW, RSI(talib): 62.26012816966321
3025.TW, RSI(talib): 77.55286214378584
1519.TW, RSI(talib): 80.95159001657305
2387.TW, RSI(talib): 79.1613245491157
4763.TW, RSI(talib): 81.75711001266377
1504.TW, RSI(talib): 71.6940048006169
2748.TW, RSI(talib): 67.43530560189346
1532.TW, RSI(talib): 67.33986003250662
2530.TW, RSI(talib): 68.77633629544498
1529.TW, RSI(talib): 81.86005623805566
6592.TW, RSI(talib): 81.59667324892574
4572.TW, RSI(talib): 61.429077316012105
2402.TW, RSI(talib): 74.77834548255953
9942.TW, RSI(talib): 72.85968454842002
2413.TW, RSI(talib): 75.36559797480132
8016.TW, RSI(talib): 65.14561094546265
5284.TW, RSI(talib): 70.15303133752388
5607.TW, RSI(talib): 75.36288902620872
2495.TW, RSI(talib): 63.77231210861982
2355.TW, RSI(talib): 64.66626610852535
1810.TW, RSI(talib): 80.46307149673915
1417.TW, RSI(talib): 62.444765402428274
6409.TW, RSI(talib): 61.83591867353696
2451.TW, RSI(talib): 63.460130035303685
1707.TW, RSI(talib): 64.1054091190353
4916.TW, RSI(talib): 62.634585662008014
1752.TW, RSI(talib): 80.40205425495657
1720.TW, RSI(talib): 66.78662971407041
1618.TW, RSI(talib): 83.11057074246847
2539.TW, RSI(talib): 63.87730528156108
1512.TW, RSI(talib): 71.03923254928074
6142.TW, RSI(talib): 74.06397193201857
1503.TW, RSI(talib): 68.8070325935952
2462.TW, RSI(talib): 60.796823610140734
6691.TW, RSI(talib): 64.12971213499733
2739.TW, RSI(talib): 70.89425417619499
1215.TW, RSI(talib): 76.08493274220388
2471.TW, RSI(talib): 68.92247000740676
2453.TW, RSI(talib): 68.97600604546314
3056.TW, RSI(talib): 78.93752807949436
4119.TW, RSI(talib): 75.51684007307081
2645.TW, RSI(talib): 72.07132447456203
3652.TW, RSI(talib): 64.76153185363343
5434.TW, RSI(talib): 63.900910002644
6753.TW, RSI(talib): 73.46344092444616
6112.TW, RSI(talib): 66.30457431935278
3032.TW, RSI(talib): 81.78774940215727
5469.TW, RSI(talib): 70.91445290224941
1108.TW, RSI(talib): 76.74852517667532
1535.TW, RSI(talib): 78.67429062637571
3617.TW, RSI(talib): 63.23295016673101
4306.TW, RSI(talib): 78.78315603507845
3058.TW, RSI(talib): 70.70091861092484
--------------
4960.TW failed (index 0 is out of bounds for axis 0 with size 0).
