2356.TW, RSI(talib): 65.56983506992489
2353.TW, RSI(talib): 74.37577709262439
1303.TW, RSI(talib): 63.01895272387855
2408.TW, RSI(talib): 64.37065789454263
1513.TW, RSI(talib): 66.0620912746946
3533.TW, RSI(talib): 60.452972735886675
2377.TW, RSI(talib): 63.49843801331983
2634.TW, RSI(talib): 83.24482137878991
2834.TW, RSI(talib): 61.14469377124539
2897.TW, RSI(talib): 68.17950912908552
2329.TW, RSI(talib): 61.278095085530204
3017.TW, RSI(talib): 68.86451701410343
2208.TW, RSI(talib): 74.19105540332906
3209.TW, RSI(talib): 64.99417225632537
9907.TW, RSI(talib): 78.73290557069564
2442.TW, RSI(talib): 71.78006491266252
3231.TW, RSI(talib): 75.71454118472089
1514.TW, RSI(talib): 82.85328269875154
3661.TW, RSI(talib): 61.31098783947838
1762.TW, RSI(talib): 73.73822060172525
1589.TW, RSI(talib): 72.17007958262938
6235.TW, RSI(talib): 76.8312481214116
2457.TW, RSI(talib): 83.22086325486
3653.TW, RSI(talib): 64.54145125812887
8478.TW, RSI(talib): 68.71127133592849
3034.TW, RSI(talib): 63.02673729145288
1808.TW, RSI(talib): 65.60066659519849
6191.TW, RSI(talib): 66.15768157211494
4104.TW, RSI(talib): 72.8626759536051
8215.TW, RSI(talib): 63.16881666725689
2731.TW, RSI(talib): 79.59321018925387
1104.TW, RSI(talib): 71.02016914109464
8081.TW, RSI(talib): 65.48170808775107
1907.TW, RSI(talib): 62.85781362294258
2206.TW, RSI(talib): 71.2014687750843
6288.TW, RSI(talib): 61.23937170213084
6669.TW, RSI(talib): 68.45804666911368
2482.TW, RSI(talib): 70.62163607009576
3015.TW, RSI(talib): 79.02633739440756
6605.TW, RSI(talib): 67.02617907260135
8033.TW, RSI(talib): 65.45115745114501
5222.TW, RSI(talib): 68.16506439460763
2385.TW, RSI(talib): 68.21187295818322
3038.TW, RSI(talib): 75.88165209988526
2421.TW, RSI(talib): 66.7433475822947
2392.TW, RSI(talib): 67.09460658831495
4746.TW, RSI(talib): 79.48897953352004
4536.TW, RSI(talib): 60.19815794749586
3591.TW, RSI(talib): 64.73892315654584
3027.TW, RSI(talib): 64.47461471557124
2439.TW, RSI(talib): 66.39696050899431
6197.TW, RSI(talib): 66.92244806110669
8222.TW, RSI(talib): 74.97007708829658
3380.TW, RSI(talib): 74.666065918546
6438.TW, RSI(talib): 62.951319456756075
2485.TW, RSI(talib): 63.72360245448476
2231.TW, RSI(talib): 61.75305614342934
3046.TW, RSI(talib): 61.37181729499407
3025.TW, RSI(talib): 87.59774399157124
1519.TW, RSI(talib): 81.71028256751904
2387.TW, RSI(talib): 76.5248224501893
4763.TW, RSI(talib): 78.66158058014405
1504.TW, RSI(talib): 78.92902114943497
1532.TW, RSI(talib): 68.28061522701836
2530.TW, RSI(talib): 68.21380981906957
1529.TW, RSI(talib): 80.49216441142434
6592.TW, RSI(talib): 76.14288979905801
4572.TW, RSI(talib): 68.92629894548882
2402.TW, RSI(talib): 74.82469690317419
9942.TW, RSI(talib): 77.17602478888963
2413.TW, RSI(talib): 74.9694111215162
8016.TW, RSI(talib): 60.48105718436305
5284.TW, RSI(talib): 71.51581657839334
5607.TW, RSI(talib): 70.0617116576367
2495.TW, RSI(talib): 60.67586663505165
2355.TW, RSI(talib): 64.16022046416771
1810.TW, RSI(talib): 72.20483448696073
2451.TW, RSI(talib): 62.50934365347286
1707.TW, RSI(talib): 64.7886869577606
4916.TW, RSI(talib): 60.72029492331619
1752.TW, RSI(talib): 75.27195867805642
1720.TW, RSI(talib): 60.94202096015039
1618.TW, RSI(talib): 77.30951169506969
2539.TW, RSI(talib): 62.459698240472875
1512.TW, RSI(talib): 72.6686190452335
6142.TW, RSI(talib): 66.79726702863188
1503.TW, RSI(talib): 69.18149223452416
2462.TW, RSI(talib): 60.19916925363972
2739.TW, RSI(talib): 62.914849033918465
1215.TW, RSI(talib): 71.12607449763429
2471.TW, RSI(talib): 60.38846830400249
3056.TW, RSI(talib): 81.03485420312975
4119.TW, RSI(talib): 72.51245841062594
2645.TW, RSI(talib): 68.87036638238916
5434.TW, RSI(talib): 61.75964818643644
6753.TW, RSI(talib): 74.63109318722606
6112.TW, RSI(talib): 62.114443083640246
3032.TW, RSI(talib): 76.17921663292219
5469.TW, RSI(talib): 76.29666510177816
1108.TW, RSI(talib): 81.98763695770548
1535.TW, RSI(talib): 78.24141268275811
3617.TW, RSI(talib): 66.26892572026662
4306.TW, RSI(talib): 76.11463170796056
3058.TW, RSI(talib): 63.08747897840772
--------------
